# Wordlist

# DATA
ID	DOCULECT	DOCULECT_IN_SOURCE	GLOTTOCODE	CONCEPTICON_ID	CONCEPT	VALUE	FORM	SOURCE	BVD_ID	COGID	BORROWING	VARIANTS	TOKENS
4768	Tuamotuan	Tuamotu	tuam1242	1458	to say	parau	parau	POLLEX	135501	261			p a r a u
880	Maori	Maori	maor1246	1458	to say	koorero	koorero	Biggs-85-2005	22576	208			k oː r e r o
1326	Tahitian	Tahitian (Modern)	tahi1242	1458	to say	parau	parau	Clark-173-2005	22664	261			p a r a u
1771	Rapanui	Rapanui (Easter Island)	rapa1244	1458	to say	kî	kî	POLLEX	133570	867			k iː
2031	Mangareva	Mangareva	mang1401	1458	to say	ki	ki	POLLEX	321489	867			k i
5773	Hawaiian	Hawaiian	hawa1245	1458	to say	'ōlelo	'ōlelo	71458	22543	208			ʔ oː l e l o
5275	Rurutuan	Rurutuan	aust1304	1458	to say	parau	parau	Meyer-128-2005	22619	261			p a r a u
3224	Sikaiana	Sikaiana	sika1261	1458	to say	tātala	tātala	POLLEX	145955	1110			t aː t a l a
3503	North_Marquesan	Marquesan	nort2845	1458	to say	tekao	tekao	POLLEX	74760	739		teáo	t e k a o
3504	North_Marquesan	Marquesan	nort2845	1458	to say	peáu	peáu	POLLEX	74758	261			p e ʔ a u
#
4513	Ra’ivavae	Ra'ivavae	aust1304	1436	to scratch	maʔeGo	maʔeGo	Tamaititahio-1213-2015	291225	1168			m a ʔ e ɢ o
4746	Tuamotuan	Tuamotu	tuam1242	1436	to scratch	ra/raku/	raku	POLLEX	91977	1411		raku	r a k u
867	Maori	Maori	maor1246	1436	to scratch	rakuraku	rakuraku	Biggs-85-2005	27217	1411			r a k u r a k u
1311	Tahitian	Tahitian (Modern)	tahi1242	1436	to scratch	ra'ura'u	ra'ura'u	Clark-173-2005	27305	1411			r a ʔ u r a ʔ u
1756	Rapanui	Rapanui (Easter Island)	rapa1244	1436	to scratch	raku	raku	POLLEX	133571	1411			r a k u
1757	Rapanui	Rapanui (Easter Island)	rapa1244	1436	to scratch	katikati	katikati	POLLEX	88891	1079			k a t i k a t i
2012	Mangareva	Mangareva	mang1401	1436	to scratch	kene'u	kene'u	POLLEX	321501	545			k e n e ʔ u
5759	Hawaiian	Hawaiian	hawa1245	1436	to scratch	walu	walu	71458	27184	1055			w a l u
5259	Rurutuan	Rurutuan	aust1304	1436	to scratch	raʔuraʔu	raʔuraʔu	Meyer-128-2005	27260	1411			r a ʔ u r a ʔ u
3211	Sikaiana	Sikaiana	sika1261	1436	to scratch	laku/laku	laku	POLLEX	91975	1411		l/laku	l a k u
3480	North_Marquesan	Marquesan	nort2845	1436	to scratch	tuveé	tuveé	POLLEX	27170	714			t u v e ʔ e
#
4544	Ra’ivavae	Ra'ivavae	aust1304	1409	to see	ʔite	ʔite	Tamaititahio-1213-2015	291195	95			ʔ i t e
4789	Tuamotuan	Tuamotu	tuam1242	1409	to see	kite	kite	POLLEX	135505	95			k i t e
898	Maori	Maori	maor1246	1409	to see	kite	kite	Biggs-85-2005	16150	95			k i t e
1347	Tahitian	Tahitian (Modern)	tahi1242	1409	to see	'ite	'ite	Clark-173-2005	16238	95			ʔ i t e
1792	Rapanui	Rapanui (Easter Island)	rapa1244	1409	to see	tikea	tikea	POLLEX	133573	95			t i k e a
2055	Mangareva	Mangareva	mang1401	1409	to see	nana	nana	POLLEX	321470	167		nana	n a n a
5300	Rurutuan	Rurutuan	aust1304	1409	to see	naanaa	naanaa	Meyer-128-2005	16193	167			n aː n aː
5792	Hawaiian	Hawaiian	hawa1245	1409	to see	'ike	'ike	71458	16117	95			ʔ i k e
3242	Sikaiana	Sikaiana	sika1261	1409	to see	kite	kite	POLLEX	145944	95			k i t e
3528	North_Marquesan	Marquesan	nort2845	1409	to see	íte	íte	POLLEX	16103	95			ʔ i t e
#
4522	Ra’ivavae	Ra'ivavae	aust1304	1457	to sew	niGa	niGa	Tamaititahio-1213-2015	291216	403			n i ɢ a
4762	Tuamotuan	Tuamotu	tuam1242	1457	to sew	tui	tui	POLLEX	23808	316			t u i
877	Maori	Maori	maor1246	1457	to sew	tui	tui	Biggs-85-2005	23647	316			t u i
1322	Tahitian	Tahitian (Modern)	tahi1242	1457	to sew	nira	nira	Clark-173-2005	75090	403			n i r a
1323	Tahitian	Tahitian (Modern)	tahi1242	1457	to sew	au	au	Clark-173-2005	75089	356			a u
1768	Rapanui	Rapanui (Easter Island)	rapa1244	1457	to sew	tui	tui	POLLEX	133574	316		tui/tui	t u i
2025	Mangareva	Mangareva	mang1401	1457	to sew	tue	tue	POLLEX	321492	316		tui	t u e
5770	Hawaiian	Hawaiian	hawa1245	1457	to sew	humuhumu	humuhumu	71458	23614	1057			h u m u h u m u
5270	Rurutuan	Rurutuan	aust1304	1457	to sew	tiiʔai	tiiʔai	Meyer-128-2005	91538	964			t iː ʔ a i
5271	Rurutuan	Rurutuan	aust1304	1457	to sew	nira	nira	Meyer-128-2005	91537	403			n i r a
5272	Rurutuan	Rurutuan	aust1304	1457	to sew	au	au	Meyer-128-2005	91536	356			a u
3221	Sikaiana	Sikaiana	sika1261	1457	to sew	tui	tui	POLLEX	23805	316			t u i
3499	North_Marquesan	Marquesan	nort2845	1457	to sew	tui	tui	POLLEX	23600	316			t u i
#
4519	Ra’ivavae	Ra'ivavae	aust1304	1172	to shoot	teʔa	teʔa	Tamaititahio-1213-2015	291219	678			t e ʔ a
4759	Tuamotuan	Tuamotu	tuam1242	1172	to shoot	hana	hana	POLLEX	89866	96		fana	h a n a
874	Maori	Maori	maor1246	1172	to shoot	whana	fana	Biggs-85-2005	24718	96			f a n a
1319	Tahitian	Tahitian (Modern)	tahi1242	1172	to shoot	te'a	te'a	Clark-173-2005	24806	678			t e ʔ a
5767	Hawaiian	Hawaiian	hawa1245	1172	to shoot	pana	pana	71458	24685	96			p a n a
5267	Rurutuan	Rurutuan	aust1304	1172	to shoot	teʔa	teʔa	Meyer-128-2005	24761	678			t e ʔ a
3495	North_Marquesan	Marquesan	nort2845	1172	to shoot	puhi	puhi	POLLEX	135712	431			p u h i
3496	North_Marquesan	Marquesan	nort2845	1172	to shoot	toi	toi	POLLEX	24671	735			t o i
#
5292	Rurutuan	Rurutuan	aust1304	1416	to sit	araʔi	araʔi	Meyer-128-2005	90798	432			a r a ʔ i
4539	Ra’ivavae	Ra'ivavae	aust1304	1416	to sit	nohotu	nohotu	Tamaititahio-1213-2015	291200	404			n o h o t u
4784	Tuamotuan	Tuamotu	tuam1242	1416	to sit	noho	noho	POLLEX	18096	404			n o h o
893	Maori	Maori	maor1246	1416	to sit	noho	noho	Biggs-85-2005	17935	404			n o h o
1341	Tahitian	Tahitian (Modern)	tahi1242	1416	to sit	paarahi	paarahi	Clark-173-2005	18023	432			p aː r a h i
1787	Rapanui	Rapanui (Easter Island)	rapa1244	1416	to sit	noho	noho	POLLEX	18114	404			n o h o
2049	Mangareva	Mangareva	mang1401	1416	to sit	no'o	no'o	POLLEX	321474	404		no'o	n o ʔ o
5786	Hawaiian	Hawaiian	hawa1245	1416	to sit	noho	noho	71458	17902	404			n o h o
3239	Sikaiana	Sikaiana	sika1261	1416	to sit	noho	noho	POLLEX	18093	404			n o h o
3523	North_Marquesan	Marquesan	nort2845	1416	to sit	noho	noho	POLLEX	17888	404			n o h o
5291	Rurutuan	Rurutuan	aust1304	1416	to sit	noʔo	noʔo	Meyer-128-2005	90799	404			n o ʔ o
#
4542	Ra’ivavae	Ra'ivavae	aust1304	1585	to sleep	moe	moe	Tamaititahio-1213-2015	291197	905			m o e
4787	Tuamotuan	Tuamotu	tuam1242	1585	to sleep	moe	moe	POLLEX	17025	150			m o e
896	Maori	Maori	maor1246	1585	to sleep	moe	moe	Biggs-85-2005	16864	150			m o e
1345	Tahitian	Tahitian (Modern)	tahi1242	1585	to sleep	ta'oto	ta'oto	Clark-173-2005	16952	325			t a ʔ o t o
1790	Rapanui	Rapanui (Easter Island)	rapa1244	1585	to sleep	moe	moe	POLLEX	17043	150			m o e
2052	Mangareva	Mangareva	mang1401	1585	to sleep	moe	moe	POLLEX	321473	150		moe	m o e
5790	Hawaiian	Hawaiian	hawa1245	1585	to sleep	moe	moe	71458	16831	150			m o e
5298	Rurutuan	Rurutuan	aust1304	1585	to sleep	moe	moe	Meyer-128-2005	16907	150			m o e
3241	Sikaiana	Sikaiana	sika1261	1585	to sleep	moe	moe	POLLEX	17022	150			m o e
3526	North_Marquesan	Marquesan	nort2845	1585	to sleep	hiamoe	hiamoe	POLLEX	16817	150			h i a m o e
#
4560	Ra’ivavae	Ra'ivavae	aust1304	1586	to sniff, smell	hauʔa	hauʔa	Tamaititahio-1213-2015	291179	151			h a u ʔ a
4810	Tuamotuan	Tuamotu	tuam1242	1586	to sniff, smell	hoŋi	hoŋi	POLLEX	10242	1412			h o ŋ i
915	Maori	Maori	maor1246	1586	to sniff, smell	hongi	hongi	Biggs-85-2005	10081	1412			h o ŋ i
1365	Tahitian	Tahitian (Modern)	tahi1242	1586	to sniff, smell	ho'i	ho'i	Clark-173-2005	88690	1412			h o ʔ i
1366	Tahitian	Tahitian (Modern)	tahi1242	1586	to sniff, smell	hau'a	hau'a	Clark-173-2005	88689	151			h a u ʔ a
1810	Rapanui	Rapanui (Easter Island)	rapa1244	1586	to sniff, smell	hogi	hogi	POLLEX	133578	1412		hoŋi	h o g i
2075	Mangareva	Mangareva	mang1401	1586	to sniff, smell	'ongi	'ongi	POLLEX	321453	1412		'ogi	ʔ o ŋ i
5811	Hawaiian	Hawaiian	hawa1245	1586	to sniff, smell	honi	honi	71458	10048	1412			h o n i
3260	Sikaiana	Sikaiana	sika1261	1586	to sniff, smell	saona	saona	POLLEX	145934	1412			s a o n a
3261	Sikaiana	Sikaiana	sika1261	1586	to sniff, smell	sunu	sunu	POLLEX	145933	910			s u n u
3549	North_Marquesan	Marquesan	nort2845	1586	to sniff, smell	hone	hone	POLLEX	88683	1412		hoki	h o n e
5319	Rurutuan	Rurutuan	aust1304	1586	to sniff, smell	ʔauʔa	ʔauʔa	Meyer-128-2005	10124	151			ʔ a u ʔ a
#
4553	Ra’ivavae	Ra'ivavae	aust1304	1440	to spit	tūtuha	tūtuha	Tamaititahio-1213-2015	291186	478			t uː t u h a
4801	Tuamotuan	Tuamotu	tuam1242	1440	to spit	tufa	tufa	POLLEX	88909	478		tuha	t u f a
4802	Tuamotuan	Tuamotu	tuam1242	1440	to spit	anu	anu	POLLEX	88907	357			a n u
908	Maori	Maori	maor1246	1440	to spit	tuha	tuha	Biggs-85-2005	12580	478			t u h a
1358	Tahitian	Tahitian (Modern)	tahi1242	1440	to spit	tutuha	tutuha	Clark-173-2005	12668	478			t u t u h a
1802	Rapanui	Rapanui (Easter Island)	rapa1244	1440	to spit	aanu	aanu	POLLEX	133580	357		àànu	aː n u
2067	Mangareva	Mangareva	mang1401	1440	to spit	kae	kae	POLLEX	321460	555			k a e
2068	Mangareva	Mangareva	mang1401	1440	to spit	anuanu	anuanu	POLLEX	12734	357			a n u a n u
5802	Hawaiian	Hawaiian	hawa1245	1440	to spit	kuha	kuha	71458	251530	478			k u h a
5803	Hawaiian	Hawaiian	hawa1245	1440	to spit	pupuhi	pupuhi	71458	12547	382			p u p u h i
3253	Sikaiana	Sikaiana	sika1261	1440	to spit	sāvale	sāvale	POLLEX	145939	461			s aː v a l e
3540	North_Marquesan	Marquesan	nort2845	1440	to spit	tufa	tufa	POLLEX	12533	478			t u f a
5312	Rurutuan	Rurutuan	aust1304	1440	to spit	tutuʔa	tutuʔa	Meyer-128-2005	12623	478			t u t u ʔ a
#
4511	Ra’ivavae	Ra'ivavae	aust1304	1437	to split	pāhaGa	pāhaGa	Tamaititahio-1213-2015	291227	900			p aː h a ɢ a
4740	Tuamotuan	Tuamotu	tuam1242	1437	to split	tapahi	tapahi	POLLEX	92371	813			t a p a h i
4741	Tuamotuan	Tuamotu	tuam1242	1437	to split	maataataa	maataataa	POLLEX	92370	923			m aː t aː t aː
864	Maori	Maori	maor1246	1437	to split	waawaahi	waawaahi	Biggs-85-2005	28288	813			w aː w aː h i
5254	Rurutuan	Rurutuan	aust1304	1437	to split	piʔi ai	piʔi ai	Meyer-128-2005	92356	997		taatuʔaʔa	p i ʔ i a i
5255	Rurutuan	Rurutuan	aust1304	1437	to split	naʔaʔa	naʔaʔa	Meyer-128-2005	92355	965			n a ʔ a ʔ a
5256	Rurutuan	Rurutuan	aust1304	1437	to split	vaavaaʔi	vaavaaʔi	Meyer-128-2005	92353	813		vaaʔi	v aː v aː ʔ i
1308	Tahitian	Tahitian (Modern)	tahi1242	1437	to split	vaahi	vaahi	Clark-173-2005	28376	813			v aː h i
1749	Rapanui	Rapanui (Easter Island)	rapa1244	1437	to split	ihi	ihi	POLLEX	133582	1236			i h i
1750	Rapanui	Rapanui (Easter Island)	rapa1244	1437	to split	gaha	gaha	POLLEX	133581	965		ŋahaa	g a h a
2008	Mangareva	Mangareva	mang1401	1437	to split	a'ae	a'ae	POLLEX	321504	543			a ʔ a e
3207	Sikaiana	Sikaiana	sika1261	1437	to split	vae	vae	POLLEX	145967	813			v a e
3208	Sikaiana	Sikaiana	sika1261	1437	to split	hā	hā	POLLEX	145966	965			h aː
3475	North_Marquesan	Marquesan	nort2845	1437	to split	koava	koava	POLLEX	28241	732			k o a v a
5755	Hawaiian	Hawaiian	hawa1245	1437	to split	wāhi	wāhi	71458	28255	813			w aː h i
#
4503	Ra’ivavae	Ra'ivavae	aust1304	1414	to squeeze	GoGomi	GoGomi	Tamaititahio-1213-2015	291235	152			ɢ o ɢ o m i
4731	Tuamotuan	Tuamotu	tuam1242	1414	to squeeze	ŋiŋiti	ŋiŋiti	POLLEX	90662	233			ŋ i ŋ i t i
856	Maori	Maori	maor1246	1414	to squeeze	kotee	kotee	Biggs-85-2005	31144	1362			k o t eː
5244	Rurutuan	Rurutuan	aust1304	1414	to squeeze	ʔuʔumu	ʔuʔumu	Meyer-128-2005	92607	966			ʔ u ʔ u m u
5245	Rurutuan	Rurutuan	aust1304	1414	to squeeze	neʔineʔi	neʔineʔi	Meyer-128-2005	92606	209			n e ʔ i n e ʔ i
1300	Tahitian	Tahitian (Modern)	tahi1242	1414	to squeeze	'u'umu	'u'umu	Clark-173-2005	31232	966			ʔ u ʔ u m u
1740	Rapanui	Rapanui (Easter Island)	rapa1244	1414	to squeeze	gatu	gatu	POLLEX	133583	441			g a t u
2000	Mangareva	Mangareva	mang1401	1414	to squeeze	kukumu	kukumu	POLLEX	321511	966			k u k u m u
5745	Hawaiian	Hawaiian	hawa1245	1414	to squeeze	'uwī	'uwī	71458	31111	1052			ʔ u w iː
3198	Sikaiana	Sikaiana	sika1261	1414	to squeeze	k/kumi/	kumi	POLLEX	31302	358			k u m i
3463	North_Marquesan	Marquesan	nort2845	1414	to squeeze	'omi	'omi	POLLEX	92590	152			ʔ o m i
3464	North_Marquesan	Marquesan	nort2845	1414	to squeeze	koko	koko	POLLEX	92589	1413			k o k o
3465	North_Marquesan	Marquesan	nort2845	1414	to squeeze	hota	hota	POLLEX	92588	1337			h o t a
#
4518	Ra’ivavae	Ra'ivavae	aust1304	1434	to stab, pierce	pipiha	pipiha	Tamaititahio-1213-2015	291220	901			p i p i h a
4757	Tuamotuan	Tuamotu	tuam1242	1434	to stab, pierce	huki	huki	POLLEX	91626	98			h u k i
4758	Tuamotuan	Tuamotu	tuam1242	1434	to stab, pierce	hoka	hoka	POLLEX	91625	1185			h o k a
873	Maori	Maori	maor1246	1434	to stab, pierce	oka	oka	Biggs-85-2005	25075	1185			o k a
1318	Tahitian	Tahitian (Modern)	tahi1242	1434	to stab, pierce	paatia	paatia	Clark-173-2005	25163	1414			p aː t i a
1763	Rapanui	Rapanui (Easter Island)	rapa1244	1434	to stab, pierce	oka	oka	POLLEX	133584	1185			o k a
1764	Rapanui	Rapanui (Easter Island)	rapa1244	1434	to stab, pierce	huki	huki	POLLEX	25254	98			h u k i
2021	Mangareva	Mangareva	mang1401	1434	to stab, pierce	ko	ko	POLLEX	321495	546			k o
2022	Mangareva	Mangareva	mang1401	1434	to stab, pierce	'uki	'uki	POLLEX	25229	98			ʔ u k i
5266	Rurutuan	Rurutuan	aust1304	1434	to stab, pierce	paatia	paatia	Meyer-128-2005	25118	1414			p aː t i a
3217	Sikaiana	Sikaiana	sika1261	1434	to stab, pierce	suki	suki	POLLEX	91624	98			s u k i
3218	Sikaiana	Sikaiana	sika1261	1434	to stab, pierce	sookai	sookai	POLLEX	91623	1185		sooka/i	s oː k a i
3494	North_Marquesan	Marquesan	nort2845	1434	to stab, pierce	huki	huki	POLLEX	25028	98			h u k i
5766	Hawaiian	Hawaiian	hawa1245	1434	to stab, pierce	hou	hou	71458	25042	1056			h o u
#
5785	Hawaiian	Hawaiian	hawa1245	1442	to stand	ku	ku	71458	18259	533			k u
4537	Ra’ivavae	Ra'ivavae	aust1304	1442	to stand	tia	tia	Tamaititahio-1213-2015	291349	904			t i a
4538	Ra’ivavae	Ra'ivavae	aust1304	1442	to stand	tū	tū	Tamaititahio-1213-2015	291348	533			t uː
4783	Tuamotuan	Tuamotu	tuam1242	1442	to stand	tuu	tuu	POLLEX	18453	533			t uː
892	Maori	Maori	maor1246	1442	to stand	tuu	tuu	Biggs-85-2005	18292	533			t uː
1340	Tahitian	Tahitian (Modern)	tahi1242	1442	to stand	ti'a	ti'a	Clark-173-2005	18380	324			t i ʔ a
1786	Rapanui	Rapanui (Easter Island)	rapa1244	1442	to stand	tu'u	tu'u	POLLEX	18471	533			t u ʔ u
2048	Mangareva	Mangareva	mang1401	1442	to stand	'akātū	'akātū	POLLEX	321477	533		tuu	ʔ a k aː t uː
5290	Rurutuan	Rurutuan	aust1304	1442	to stand	tuu	tuu	Meyer-128-2005	18335	533			t uː
3238	Sikaiana	Sikaiana	sika1261	1442	to stand	tuu	tuu	POLLEX	18450	533			t uː
3522	North_Marquesan	Marquesan	nort2845	1442	to stand	tuu	tuu	POLLEX	18245	533			t uː
#
4516	Ra’ivavae	Ra'ivavae	aust1304	713	to steal	ʔeiā	ʔeiā	Tamaititahio-1213-2015	291222	1237			ʔ e i aː
4752	Tuamotuan	Tuamotu	tuam1242	713	to steal	keiaa	keiaa	POLLEX	25950	1237			k e i aː
871	Maori	Maori	maor1246	713	to steal	taahae	taahae	Biggs-85-2005	25789	1081			t aː h a e
1315	Tahitian	Tahitian (Modern)	tahi1242	713	to steal	'eiaa	'eiaa	Clark-173-2005	25877	1237			ʔ e i aː
5763	Hawaiian	Hawaiian	hawa1245	713	to steal	'aihue	'aihue	71458	25756	967			ʔ a i h u e
1761	Rapanui	Rapanui (Easter Island)	rapa1244	713	to steal	kori	kori	POLLEX	133585	446			k o r i
2017	Mangareva	Mangareva	mang1401	713	to steal	kamo	kamo	POLLEX	321497	1107		kamo	k a m o
5264	Rurutuan	Rurutuan	aust1304	713	to steal	ʔeiaa	ʔeiaa	Meyer-128-2005	25832	1237			ʔ e i aː
3215	Sikaiana	Sikaiana	sika1261	713	to steal	kaiaa	kaiaa	POLLEX	25947	1237			k a i aː
3487	North_Marquesan	Marquesan	nort2845	713	to steal	kamo	kamo	POLLEX	91790	1107			k a m o
3488	North_Marquesan	Marquesan	nort2845	713	to steal	kai hue	kai hue	POLLEX	91789	967			k a i h u e
#
4548	Ra’ivavae	Ra'ivavae	aust1304	1421	to suck	ʔote	ʔote	Tamaititahio-1213-2015	291191	1415			ʔ o t e
4793	Tuamotuan	Tuamotu	tuam1242	1421	to suck	ŋoŋo	ŋoŋo	POLLEX	90044	1238		omo	ŋ o ŋ o
4794	Tuamotuan	Tuamotu	tuam1242	1421	to suck	momi	momi	POLLEX	90042	234			m o m i
4795	Tuamotuan	Tuamotu	tuam1242	1421	to suck	miti	miti	POLLEX	90041	1338			m i t i
902	Maori	Maori	maor1246	1421	to suck	ngote	ngote	Biggs-85-2005	14722	1415			ŋ o t e
5304	Rurutuan	Rurutuan	aust1304	1421	to suck	ʔote	ʔote	Meyer-128-2005	14765	1415			ʔ o t e
1351	Tahitian	Tahitian (Modern)	tahi1242	1421	to suck	'ote	'ote	Clark-173-2005	14810	1415			ʔ o t e
1796	Rapanui	Rapanui (Easter Island)	rapa1244	1421	to suck	omo	omo	POLLEX	90062	1238		omo/omo	o m o
2059	Mangareva	Mangareva	mang1401	1421	to suck	omo	omo	POLLEX	321466	1238		omo	o m o
2060	Mangareva	Mangareva	mang1401	1421	to suck	miti	miti	POLLEX	90037	1338			m i t i
5796	Hawaiian	Hawaiian	hawa1245	1421	to suck	omo	omo	71458	14689	1238			o m o
3246	Sikaiana	Sikaiana	sika1261	1421	to suck	umiumi	umiumi	POLLEX	90040	263			u m i u m i
3247	Sikaiana	Sikaiana	sika1261	1421	to suck	m(iti)miti	mmiti	POLLEX	90039	1338			m m i t i
3533	North_Marquesan	Marquesan	nort2845	1421	to suck	omo	omo	POLLEX	90013	1238		'omo	o m o
#
4504	Ra’ivavae	Ra'ivavae	aust1304	1573	to swell	ōpupu	ōpupu	Tamaititahio-1213-2015	291234	685			oː p u p u
4732	Tuamotuan	Tuamotu	tuam1242	1573	to swell	koropuupuu	koropuupuu	POLLEX	30948	1108			k o r o p uː p uː
857	Maori	Maori	maor1246	1573	to swell	puku	puku	Biggs-85-2005	30787	596			p u k u
5246	Rurutuan	Rurutuan	aust1304	1573	to swell	ʔoru	ʔoru	Meyer-128-2005	30830	1108			ʔ o r u
1301	Tahitian	Tahitian (Modern)	tahi1242	1573	to swell	'oru	'oru	Clark-173-2005	30875	1108			ʔ o r u
1741	Rapanui	Rapanui (Easter Island)	rapa1244	1573	to swell	ahu	ahu	POLLEX	133588	1239			a h u
2002	Mangareva	Mangareva	mang1401	1573	to swell	'akatekire	'akatekire	POLLEX	321510	541			ʔ a k a t e k i r e
5746	Hawaiian	Hawaiian	hawa1245	1573	to swell	hū	hū	71458	76273	155		pehu	h uː
3199	Sikaiana	Sikaiana	sika1261	1573	to swell	hula/hula	hula	POLLEX	30945	1239			h u l a
3466	North_Marquesan	Marquesan	nort2845	1573	to swell	huhu'a	huhu'a	POLLEX	92565	155			h u h u ʔ a
3467	North_Marquesan	Marquesan	nort2845	1573	to swell	hete	hete	POLLEX	92564	968			h e t e
#
4839	Tuamotuan	Tuamotu	tuam1242	1439	to swim	kau	kau	POLLEX	3102	969			k a u
4579	Ra’ivavae	Ra'ivavae	aust1304	1439	to swim	ʔau	ʔau	Tamaititahio-1213-2015	291160	969			ʔ a u
935	Maori	Maori	maor1246	1439	to swim	kauhoe	kauhoe	Biggs-85-2005	2941	969			k a u h o e
1387	Tahitian	Tahitian (Modern)	tahi1242	1439	to swim	'au	'au	Clark-173-2005	3029	969			ʔ a u
1837	Rapanui	Rapanui (Easter Island)	rapa1244	1439	to swim	kau	kau	POLLEX	3120	969			k a u
2100	Mangareva	Mangareva	mang1401	1439	to swim	kau	kau	POLLEX	321406	969		kau	k a u
5833	Hawaiian	Hawaiian	hawa1245	1439	to swim	'au	'au	71458	2908	969			ʔ a u
3282	Sikaiana	Sikaiana	sika1261	1439	to swim	koukou	koukou	POLLEX	165240	969		kakau	k o u k o u
3574	North_Marquesan	Marquesan	nort2845	1439	to swim	kau	kau	POLLEX	2894	969			k a u
5344	Rurutuan	Rurutuan	aust1304	1439	to swim	ʔau	ʔau	Meyer-128-2005	2984	969			ʔ a u
#
5330	Rurutuan	Rurutuan	aust1304	2271	to think	manaʔo	manaʔo	Meyer-128-2005	7268	1240			m a n a ʔ o
4823	Tuamotuan	Tuamotu	tuam1242	2271	to think	mahara	mahara	POLLEX	7386	1339			m a h a r a
4568	Ra’ivavae	Ra'ivavae	aust1304	2271	to think	heGuGi	heGuGi	Tamaititahio-1213-2015	291171	907			h e ɢ u ɢ i
923	Maori	Maori	maor1246	2271	to think	whakaaro	fakaaro	Biggs-85-2005	7225	1430			f a k a a r o
1374	Tahitian	Tahitian (Modern)	tahi1242	2271	to think	mana'o	mana'o	Clark-173-2005	7313	1240			m a n a ʔ o
1820	Rapanui	Rapanui (Easter Island)	rapa1244	2271	to think	mana'u	mana'u	POLLEX	130625	1240			m a n a ʔ u
2084	Mangareva	Mangareva	mang1401	2271	to think	makara	makara	POLLEX	321418	1378			m a k a r a
5820	Hawaiian	Hawaiian	hawa1245	2271	to think	mana'o	mana'o	71458	7192	1240			m a n a ʔ o
3269	Sikaiana	Sikaiana	sika1261	2271	to think	hakateletele	hakateletele	POLLEX	145929	710			h a k a t e l e t e l e
3560	North_Marquesan	Marquesan	nort2845	2271	to think	maákau	maákau	POLLEX	7178	1240			m a ʔ a k a u
#
4498	Ra’ivavae	Ra'ivavae	aust1304	1456	to throw	tāoGa	tāoGa	Tamaititahio-1213-2015	291240	156			t aː o ɢ a
4723	Tuamotuan	Tuamotu	tuam1242	1456	to throw	toro	toro	POLLEX	104377	184			t o r o
4724	Tuamotuan	Tuamotu	tuam1242	1456	to throw	tiri	tiri	POLLEX	104376	1417			t i r i
4725	Tuamotuan	Tuamotu	tuam1242	1456	to throw	maka	maka	POLLEX	104375	212			m a k a
850	Maori	Maori	maor1246	1456	to throw	panga	panga	Biggs-85-2005	33286	1360			p a ŋ a
5235	Rurutuan	Rurutuan	aust1304	1456	to throw	taaora	taaora	Meyer-128-2005	33329	156			t aː o r a
1294	Tahitian	Tahitian (Modern)	tahi1242	1456	to throw	taaora	taaora	Clark-173-2005	33374	156			t aː o r a
1732	Rapanui	Rapanui (Easter Island)	rapa1244	1456	to throw	vero	vero	POLLEX	133597	777		bero	v e r o
1992	Mangareva	Mangareva	mang1401	1456	to throw	kero	kero	POLLEX	321516	492			k e r o
1993	Mangareva	Mangareva	mang1401	1456	to throw	tiri	tiri	POLLEX	33440	1417			t i r i
3191	Sikaiana	Sikaiana	sika1261	1456	to throw	pehi	pehi	POLLEX	33444	264			p e h i
3454	North_Marquesan	Marquesan	nort2845	1456	to throw	tio'a	tio'a	POLLEX	135718	156			t i o ʔ a
3455	North_Marquesan	Marquesan	nort2845	1456	to throw	tiì	tiì	POLLEX	33239	1417			t i ʔ i
5739	Hawaiian	Hawaiian	hawa1245	1456	to throw	ho'olei	ho'olei	71458	76723	1049		nou	h o ʔ o l e i
#
4523	Ra’ivavae	Ra'ivavae	aust1304	1094	to tie up, fasten	tāʔamu	tāʔamu	Tamaititahio-1213-2015	291215	1432			t aː ʔ a m u
4763	Tuamotuan	Tuamotu	tuam1242	1094	to tie up, fasten	hau	hau	POLLEX	132638	213		fau	h a u
4764	Tuamotuan	Tuamotu	tuam1242	1094	to tie up, fasten	rii	rii	POLLEX	91496	359			r iː
4765	Tuamotuan	Tuamotu	tuam1242	1094	to tie up, fasten	hiitiki	hiitiki	POLLEX	91495	265			h iː t i k i
878	Maori	Maori	maor1246	1094	to tie up, fasten	herehere	herehere	Biggs-85-2005	23290	868			h e r e h e r e
1324	Tahitian	Tahitian (Modern)	tahi1242	1094	to tie up, fasten	ta'amu	ta'amu	Clark-173-2005	23378	1432			t a ʔ a m u
1769	Rapanui	Rapanui (Easter Island)	rapa1244	1094	to tie up, fasten	haha'u	haha'u	POLLEX	133598	213		ha/ha'u/	h a h a ʔ u
2026	Mangareva	Mangareva	mang1401	1094	to tie up, fasten	'akaokonga	'akaokonga	POLLEX	321491	549			ʔ a k a o k o ŋ a
2027	Mangareva	Mangareva	mang1401	1094	to tie up, fasten	nati	nati	POLLEX	91489	319			n a t i
2028	Mangareva	Mangareva	mang1401	1094	to tie up, fasten	rii	rii	POLLEX	91488	359			r iː
5771	Hawaiian	Hawaiian	hawa1245	1094	to tie up, fasten	hīki'i	hīki'i	71458	23257	265			h iː k i ʔ i
