ID	DOCULECT	DOCULECT_NAME_IN_SOURCE	CONCEPT	GLOTTOCODE	VALUE	CONCEPTICON_ID	LANGID	GLOSSID	ISO	SOURCE	COMMENT	COGNACY	LOAN	LEXIBANK_ID	FORM	SEGMENTS	BVD_ID	VARIANTS	COG	COGID	CVCV
167	VaeakauTaumako_375	Vaeakau-Taumako	to sew	pile1238	tohia	1457	375	67	piv	Hovdhaugen-375-2009			False	abvd-abvd-375-86	tohia	t o + h i a	91557	atoato	167---to sew	420	cvcvv
427	Wallisian_258	Uvea, East	to sew	wall1257	tui	1457	258	67	wls	POLLEX	Sew	13	False	abvd-abvd-258-94	tui	t u i	23820		13---to sew	316	cvv
648	Polynesian_658	Proto-Polynesian	to sew	poly1242	*tui	1457	658	67		PawleyOC		13	False	abvd-abvd-658-72	*tui	t u i	170104	*tuitui	13---to sew	316	cvv
649	Polynesian_658	Proto-Polynesian	to sew	poly1242	*suki	1457	658	67		PawleyOC	PPn continues POC *tuRi as *tui in the sense of thread string through fish or other objects but also has a reduplicated form *tuitui meaning 'to sew'	17	False	abvd-abvd-658-71	*suki	s u k i	170106		17---to sew	430	cvcv
877	Maori_85	Maori	to sew	maor1246	tui	1457	85	67	mri	Biggs-85-2005		13	False	abvd-abvd-85-69	tui	t u i	23647		13---to sew	316	cvv
1086	Kapingamarangi_217	Kapingamarangi	to sew	kapi1249	dui	1457	217	67	kpg	POLLEX	Sew, pierce (Lbr)	13	False	abvd-abvd-217-94	dui	d u i	91540	tui	13---to sew	316	cvv
1322	Tahitian_173	Tahitian (Modern)	to sew	tahi1242	nira	1457	173	67	tah	Clark-173-2005		16	True	abvd-abvd-173-78	nira	n i r a	75090		16---to sew	403	cvcv
1323	Tahitian_173	Tahitian (Modern)	to sew	tahi1242	au	1457	173	67	tah	Clark-173-2005		14	False	abvd-abvd-173-77	au	a u	75089		14---to sew	356	vv
1523	Emae_1030	Emae (Makatea)	to sew	emae1237	tuitui	1457	1030	67	mmw	52375		13	False	abvd-abvd-1030-66	tuitui	t u i + t u i	275778		13---to sew	316	cvvcvv
1768	Rapanui_264	Rapanui (Easter Island)	to sew	rapa1244	tui	1457	264	67	rap	POLLEX		13	False	abvd-abvd-264-101	tui	t u i	133574	tui/tui	13---to sew	316	cvv
2025	Mangareva_239	Mangareva	to sew	mang1401	tue	1457	239	67	mrv	POLLEX		13	False	abvd-abvd-239-124	tue	t u e	321492	tui	13---to sew	316	cvv
2258	Luangiua_238	Luangiua	to sew	onto1237	kui	1457	238	67	ojv	POLLEX	Sew (Tpe)	13	False	abvd-abvd-238-74	kui	k u i	23800		13---to sew	316	cvv
2480	TongaTongaIslands_136	Tongan	to sew	tong1325	tuitui	1457	136	67	ton	117207		13	False	abvd-abvd-136-72	tuitui	t u i + t u i	23698		13---to sew	316	cvvcvv
2714	RakahangaManihiki_589	Manihiki	to sew	raka1237	ruru (ruuruu?)	1457	589	67	rkh	Clark-589-2008			False	abvd-abvd-589-122	ruru	r u + r u	153498		2714---to sew	642	cvcv
2715	RakahangaManihiki_589	Manihiki	to sew	raka1237	tuitui	1457	589	67	rkh	Clark-589-2008		13	False	abvd-abvd-589-121	tuitui	t u i + t u i	153497		13---to sew	316	cvvcvv
2992	Tikopia_155	Tikopia	to sew	tiko1237	tui	1457	155	67	tkp	POLLEX	Put on a cord, sew (Fth)	13	False	abvd-abvd-155-86	tui	t u i	23717		13---to sew	316	cvv
3221	Sikaiana_243	Sikaiana	to sew	sika1261	tui	1457	243	67	sky	POLLEX	Sew	13	False	abvd-abvd-243-78	tui	t u i	23805		13---to sew	316	cvv
3499	NorthMarquesan_38	Marquesan	to sew	nort2845	tui	1457	38	67	mrq	POLLEX	Coudre, percer, enfiler (Dln)	13	False	abvd-abvd-38-109	tui	t u i	23600		13---to sew	316	cvv
3789	EastFutuna_210	Futuna, East	to sew	east2447	tui	1457	210	67	fud	POLLEX	Sew (Bgs)	13	False	abvd-abvd-210-106	tui	t u i	23772		13---to sew	316	cvv
4103	Pukapuka_152	Pukapuka	to sew	puka1242	tui	1457	152	67	pkp	Salisbury-152-2005		13	False	abvd-abvd-152-120	tui	t u i	23714		13---to sew	316	cvv
4324	Mele-Fila_1163	Fila	to sew	mele1250	tuia	1457	1163	67	mxe	52375		13	False	abvd-abvd-1163-64	tuia	t u i + a	275787		13---to sew	316	cvvv
4522	Austral_1213	Ra'ivavae	to sew	aust1304	niGa	1457	1213	67	aut	Tamaititahio-1213-2015		16	True	abvd-abvd-1213-66	niGa	n i ɢ a	291216		16---to sew	403	cvcv
4762	Tuamotuan_246	Tuamotu	to sew	tuam1242	tui	1457	246	67	pmt	POLLEX	Thread pierced objects, sew	13	False	abvd-abvd-246-93	tui	t u i	23808		13---to sew	316	cvv
5017	Niuean_247	Niue	to sew	niue1239	tui	1457	247	67	niu	POLLEX	Thread pierced objects, sew (I)(McE)	13	False	abvd-abvd-247-91	tui	t u i	23809		13---to sew	316	cvv
5270	Austral_128	Rurutuan	to sew	aust1304	tiiʔai	1457	128	67	aut	Meyer-128-2005	to darn, patch	5	False	abvd-abvd-128-91	tiiʔai	t iː ʔ a i	91538		5---to sew	964	cvcvv
5271	Austral_128	Rurutuan	to sew	aust1304	nira	1457	128	67	aut	Meyer-128-2005	loanword of English 'needle'	16	True	abvd-abvd-128-90	nira	n i r a	91537		16---to sew	403	cvcv
5272	Austral_128	Rurutuan	to sew	aust1304	au	1457	128	67	aut	Meyer-128-2005	to sew	14	False	abvd-abvd-128-89	au	a u	91536		14---to sew	356	vv
5527	FutunaAniwa_156	Futuna-Aniwa	to sew	futu1245	tui	1457	156	67	fut	POLLEX	To thread,  string something (Dty)	13	False	abvd-abvd-156-104	tui	t u i	23823		13---to sew	316	cvv
5528	FutunaAniwa_156	Futuna-Aniwa	to sew	futu1245	sukia	1457	156	67	fut	POLLEX		17	False	abvd-abvd-156-103	sukia	s u + k i a	23718		17---to sew	430	cvcvv
5770	Hawaiian_52	Hawaiian	to sew	hawa1245	humuhumu	1457	52	67	haw	71458			False	abvd-abvd-52-73	humuhumu	h u m u + h u m u	23614		5770---to sew	1057	cvcvcvcv
6053	Rarotongan_58	Rarotongan	to sew	raro1241	tui	1457	58	67	rar	POLLEX	Sew, thread, pierce (Sve)	13	False	abvd-abvd-58-106	tui	t u i	23620		13---to sew	316	cvv
6288	Penrhyn_235	Penrhyn	to sew	penr1237	tui	1457	235	67	pnh	POLLEX	Sew; needle	13	False	abvd-abvd-235-68	tui	t u i	23797		13---to sew	316	cvv
6533	Nukuria_1212	Nukeria	to sew	nuku1259	ttui	1457	1212	67	nur	Davletshin-1212-2015	(s.)	13	False	abvd-abvd-1212-92	ttui	t t u i	290953		13---to sew	316	ccvv
6830	Samoan_118	Samoan	to sew	samo1305	suʔi	1457	118	67	smo	Blust-118-2005		15	False	abvd-abvd-118-81	suʔi	s u ʔ i	23680		15---to sew	381	cvcv
7092	RennellBellona_206	Rennellese	to sew	renn1242	tui	1457	206	67	mnv	POLLEX	Sew, string together, awl (Ebt)	13	False	abvd-abvd-206-83	tui	t u i	23768		13---to sew	316	cvv
7582	Anuta_253	Anuta	to sew	anut1237	titina	1457	253	67	aud	POLLEX	sew	5	False	abvd-abvd-253-76	titina	t i + t i n a	146311		5---to sew	964	cvcvcv
165	VaeakauTaumako_375	Vaeakau-Taumako	to shoot	pile1238	hanaia	1172	375	70	piv	Hovdhaugen-375-2009		1	False	abvd-abvd-375-89	hanaia	h a n a + i a	89894	hana	1---to shoot	96	cvcvvv
424	Wallisian_258	Uvea, East	to shoot	wall1257	fana	1172	258	70	wls	POLLEX	Shoot	1	False	abvd-abvd-258-97	fana	f a n a	24891		1---to shoot	96	cvcv
874	Maori_85	Maori	to shoot	maor1246	whana	1172	85	70	mri	Biggs-85-2005		1	False	abvd-abvd-85-72	fana	f a n a	24718		1---to shoot	96	cvcv
1319	Tahitian_173	Tahitian (Modern)	to shoot	tahi1242	te'a	1172	173	70	tah	Clark-173-2005		3	False	abvd-abvd-173-81	te'a	t e ʔ a	24806		3---to shoot	678	cvcv
2255	Luangiua_238	Luangiua	to shoot	onto1237	pihi	1172	238	70	ojv	POLLEX	Pollex 06: Pihi. :Shoot (Tpe).	17	False	abvd-abvd-238-77	pihi	p i h i	90514		17---to shoot	431	cvcv
2477	TongaTongaIslands_136	Tongan	to shoot	tong1325	fana	1172	136	70	ton	117207		1	False	abvd-abvd-136-75	fana	f a n a	24769		1---to shoot	96	cvcv
2709	RakahangaManihiki_589	Manihiki	to shoot	raka1237	pupuhi	1172	589	70	rkh	Clark-589-2008	to shoot with gun	17	False	abvd-abvd-589-127	pupuhi	p u + p u h i	153578		17---to shoot	431	cvcvcv
2710	RakahangaManihiki_589	Manihiki	to shoot	raka1237	fana	1172	589	70	rkh	Clark-589-2008	to shoot with bow and arrow	1	False	abvd-abvd-589-126	fana	f a n a	153577		1---to shoot	96	cvcv
2987	Tikopia_155	Tikopia	to shoot	tiko1237	fana	1172	155	70	tkp	POLLEX	Shoot; bow, gun (Fth)	1	False	abvd-abvd-155-91	fana	f a n a	24788		1---to shoot	96	cvcv
3495	NorthMarquesan_38	Marquesan	to shoot	nort2845	puhi	1172	38	70	mrq	POLLEX	to shoot(also NH word for firearm and to blow [breath out])	17	False	abvd-abvd-38-115	puhi	p u h i	135712		17---to shoot	431	cvcv
3496	NorthMarquesan_38	Marquesan	to shoot	nort2845	toi	1172	38	70	mrq	POLLEX			False	abvd-abvd-38-114	toi	t o i	24671		3496---to shoot	735	cvv
3785	EastFutuna_210	Futuna, East	to shoot	east2447	kalolo	1172	210	70	fud	POLLEX			False	abvd-abvd-210-110	kalolo	k a l o + l o	24843		3785---to shoot	769	cvcvcv
4100	Pukapuka_152	Pukapuka	to shoot	puka1242	wena	1172	152	70	pkp	Salisbury-152-2005		1?	False	abvd-abvd-152-125	wena	w e n a	24785		1?---to shoot	514	cvcv
4519	Austral_1213	Ra'ivavae	to shoot	aust1304	teʔa	1172	1213	70	aut	Tamaititahio-1213-2015	tahitian borrowing?	3	True	abvd-abvd-1213-69	teʔa	t e ʔ a	291219		3---to shoot	678	cvcv
4759	Tuamotuan_246	Tuamotu	to shoot	tuam1242	hana	1172	246	70	pmt	POLLEX	Shoot with bow	1	False	abvd-abvd-246-98	hana	h a n a	89866	fana	1---to shoot	96	cvcv
5015	Niuean_247	Niue	to shoot	niue1239	fana/fiti	1172	247	70	niu	POLLEX	Shoot with bow (I)	1	False	abvd-abvd-247-93	fana	f a n a	24880		1---to shoot	96	cvcv
5267	Austral_128	Rurutuan	to shoot	aust1304	teʔa	1172	128	70	aut	Meyer-128-2005	Tahitian borrowing?	3	True	abvd-abvd-128-94	teʔa	t e ʔ a	24761		3---to shoot	678	cvcv
5523	FutunaAniwa_156	Futuna-Aniwa	to shoot	futu1245	fana	1172	156	70	fut	POLLEX	Bow,  shoot	1	False	abvd-abvd-156-109	fana	f a n a	24894	fania	1---to shoot	96	cvcv
5767	Hawaiian_52	Hawaiian	to shoot	hawa1245	pana	1172	52	70	haw	71458		1	False	abvd-abvd-52-76	pana	p a n a	24685		1---to shoot	96	cvcv
6049	Rarotongan_58	Rarotongan	to shoot	raro1241	taa/àna/	1172	58	70	rar	POLLEX	Shoot with bow	1	False	abvd-abvd-58-110	taa	t aː	24691		1---to shoot	96	cv
6286	Penrhyn_235	Penrhyn	to shoot	penr1237	hana	1172	235	70	pnh	POLLEX	Bow and arrow	1	False	abvd-abvd-235-70	hana	h a n a	24868		1---to shoot	96	cvcv
6526	Nukuria_1212	Nukeria	to shoot	nuku1259	hana	1172	1212	70	nur	Davletshin-1212-2015		1	False	abvd-abvd-1212-99	hana	h a n a	290914		1---to shoot	96	cvcv
6827	Samoan_118	Samoan	to shoot	samo1305	fana	1172	118	70	smo	Blust-118-2005		1	False	abvd-abvd-118-84	fana	f a n a	24751		1---to shoot	96	cvcv
7087	RennellBellona_206	Rennellese	to shoot	renn1242	hana	1172	206	70	mnv	POLLEX	Shoot, as arrow, bow, speargun (Ebt)	1	False	abvd-abvd-206-88	hana	h a n a	24839		1---to shoot	96	cvcv
7344	Tuvalu_753	Nanumea	to shoot	tuva1244	fana	1172	753	70	tvl	29903		1	False	abvd-abvd-753-94	fana	f a n a	192098		1---to shoot	96	cvcv
187	VaeakauTaumako_375	Vaeakau-Taumako	to sit	pile1238	noho	1416	375	51	piv	Hovdhaugen-375-2009		16	False	abvd-abvd-375-65	noho	n o h o	89457		16---to sit	404	cvcv
443	Wallisian_258	Uvea, East	to sit	wall1257	nofo	1416	258	51	wls	POLLEX	Sit	16	False	abvd-abvd-258-76	nofo	n o f o	18108		16---to sit	404	cvcv
663	Polynesian_658	Proto-Polynesian	to sit	poly1242	*nofo	1416	658	51		PawleyOC		16	False	abvd-abvd-658-56	*nofo	n o f o	169735		16---to sit	404	cvcv
893	Maori_85	Maori	to sit	maor1246	noho	1416	85	51	mri	Biggs-85-2005		16	False	abvd-abvd-85-53	noho	n o h o	17935		16---to sit	404	cvcv
1102	Kapingamarangi_217	Kapingamarangi	to sit	kapi1249	noho	1416	217	51	kpg	POLLEX	Sit, dwell	16	False	abvd-abvd-217-73	noho	n o h o	18067		16---to sit	404	cvcv
1341	Tahitian_173	Tahitian (Modern)	to sit	tahi1242	paarahi	1416	173	51	tah	Clark-173-2005		17	False	abvd-abvd-173-59	paarahi	p aː r a h i	18023		17---to sit	432	cvcvcv
1539	Emae_1030	Emae (Makatea)	to sit	emae1237	nofoiraro	1416	1030	51	mmw	52375		16	False	abvd-abvd-1030-50	nofoiraro	n o f o _ i _ r a r o	271989		16---to sit	404	cvcvvcvcv
1787	Rapanui_264	Rapanui (Easter Island)	to sit	rapa1244	noho	1416	264	51	rap	POLLEX	Sit	16	False	abvd-abvd-264-77	noho	n o h o	18114		16---to sit	404	cvcv
2049	Mangareva_239	Mangareva	to sit	mang1401	no'o	1416	239	51	mrv	POLLEX	sit; stay	16	False	abvd-abvd-239-90	no'o	n o ʔ o	321474	no'o	16---to sit	404	cvcv
2276	Luangiua_238	Luangiua	to sit	onto1237	ŋoho	1416	238	51	ojv	POLLEX	Sit	16	False	abvd-abvd-238-56	ŋoho	ŋ o h o	18088		16---to sit	404	cvcv
2496	TongaTongaIslands_136	Tongan	to sit	tong1325	taŋutu	1416	136	51	ton	117207		122?	False	abvd-abvd-136-56	taŋutu	t a ŋ u t u	74066		122?---to sit	272	cvcvcv
2497	TongaTongaIslands_136	Tongan	to sit	tong1325	nofo	1416	136	51	ton	117207		16	False	abvd-abvd-136-55	nofo	n o f o	74065		16---to sit	404	cvcv
2741	RakahangaManihiki_589	Manihiki	to sit	raka1237	noho	1416	589	51	rkh	Clark-589-2008	to sit, live; marry	16	False	abvd-abvd-589-95	noho	n o h o	153266		16---to sit	404	cvcv
3012	Tikopia_155	Tikopia	to sit	tiko1237	nofo	1416	155	51	tkp	POLLEX	Sit, stay, dwell, live (Fth)	16	False	abvd-abvd-155-65	nofo	n o f o	18005		16---to sit	404	cvcv
3239	Sikaiana_243	Sikaiana	to sit	sika1261	noho	1416	243	51	sky	POLLEX	Sit	16	False	abvd-abvd-243-58	noho	n o h o	18093		16---to sit	404	cvcv
3523	NorthMarquesan_38	Marquesan	to sit	nort2845	noho	1416	38	51	mrq	POLLEX	Sit, dwell, stay	16	False	abvd-abvd-38-78	noho	n o h o	17888		16---to sit	404	cvcv
3810	EastFutuna_210	Futuna, East	to sit	east2447	nofo	1416	210	51	fud	POLLEX	Sit, dwell	16	False	abvd-abvd-210-83	nofo	n o f o	18060		16---to sit	404	cvcv
4123	Pukapuka_152	Pukapuka	to sit	puka1242	nōnō	1416	152	51	pkp	Salisbury-152-2005	(pl)	16	False	abvd-abvd-152-98	nōnō	n oː + n oː	90803	nō	16---to sit	404	cvcv
4340	Mele-Fila_1163	Fila	to sit	mele1250	nofo	1416	1163	51	mxe	52375		16	False	abvd-abvd-1163-48	nofo	n o f o	272001		16---to sit	404	cvcv
4539	Austral_1213	Ra'ivavae	to sit	aust1304	nohotu	1416	1213	51	aut	Tamaititahio-1213-2015		16	False	abvd-abvd-1213-49	nohotu	n o h o t u	291200		16---to sit	404	cvcvcv
4784	Tuamotuan_246	Tuamotu	to sit	tuam1242	noho	1416	246	51	pmt	POLLEX	Sit, dwell	16	False	abvd-abvd-246-69	noho	n o h o	18096		16---to sit	404	cvcv
5036	Niuean_247	Niue	to sit	niue1239	nofo	1416	247	51	niu	POLLEX	Sit, dwell	16	False	abvd-abvd-247-68	nofo	n o f o	18097		16---to sit	404	cvcv
5291	Austral_128	Rurutuan	to sit	aust1304	noʔo	1416	128	51	aut	Meyer-128-2005		16	False	abvd-abvd-128-70	noʔo	n o ʔ o	90799		16---to sit	404	cvcv
5292	Austral_128	Rurutuan	to sit	aust1304	araʔi	1416	128	51	aut	Meyer-128-2005	Tahitian borrowing	17	True	abvd-abvd-128-69	araʔi	a r a ʔ i	90798		17---to sit	432	vcvcv
5547	FutunaAniwa_156	Futuna-Aniwa	to sit	futu1245	nofo	1416	156	51	fut	POLLEX	Sit	16	False	abvd-abvd-156-77	nofo	n o f o	18111		16---to sit	404	cvcv
5548	FutunaAniwa_156	Futuna-Aniwa	to sit	futu1245	buku	1416	156	51	fut	POLLEX		122?	False	abvd-abvd-156-76	buku	b u k u	18006		122?---to sit	272	cvcv
5786	Hawaiian_52	Hawaiian	to sit	hawa1245	noho	1416	52	51	haw	71458		16	False	abvd-abvd-52-57	noho	n o h o	17902		16---to sit	404	cvcv
6081	Rarotongan_58	Rarotongan	to sit	raro1241	no'o	1416	58	51	rar	POLLEX	Sit, dwell	16	False	abvd-abvd-58-76	no'o	n o ʔ o	17908		16---to sit	404	cvcv
6305	Penrhyn_235	Penrhyn	to sit	penr1237	noho	1416	235	51	pnh	POLLEX	Sit	16	False	abvd-abvd-235-51	noho	n o h o	18085		16---to sit	404	cvcv
6557	Nukuria_1212	Nukeria	to sit	nuku1259	noho	1416	1212	51	nur	Davletshin-1212-2015	(s.)	16	False	abvd-abvd-1212-66	noho	n o h o	290936		16---to sit	404	cvcv
6847	Samoan_118	Samoan	to sit	samo1305	nofo	1416	118	51	smo	Blust-118-2005		16	False	abvd-abvd-118-64	nofo	n o f o	17968		16---to sit	404	cvcv
7114	RennellBellona_206	Rennellese	to sit	renn1242	noho	1416	206	51	mnv	POLLEX	Stay, live, sit, exist; to be left (Ebt)	16	False	abvd-abvd-206-61	noho	n o h o	18056		16---to sit	404	cvcv
7360	Tuvalu_753	Nanumea	to sit	tuva1244	noho	1416	753	51	tvl	29903		16	False	abvd-abvd-753-74	noho	n o h o	192085		16---to sit	404	cvcv
7601	Anuta_253	Anuta	to sit	anut1237	nopo	1416	253	51	aud	POLLEX	Sit	16	False	abvd-abvd-253-56	nopo	n o p o	18103		16---to sit	404	cvcv
190	VaeakauTaumako_375	Vaeakau-Taumako	to sleep	pile1238	moe	1585	375	48	piv	Hovdhaugen-375-2009		10	False	abvd-abvd-375-62	moe	m o e	89454		10---to sleep	150	cvv
446	Wallisian_258	Uvea, East	to sleep	wall1257	moe	1585	258	48	wls	POLLEX	Sleep	10	False	abvd-abvd-258-73	moe	m o e	17037		10---to sleep	150	cvv
667	Polynesian_658	Proto-Polynesian	to sleep	poly1242	*mohe	1585	658	48		PawleyOC	PCP shows a replacement innovation, reflected by Fijian moce, mose, Rotuman mose, PPn *mohe.  PCP *mo(c,s)e has probable antecedents in POc but shows semantic shift.	10	False	abvd-abvd-658-52	*mohe	m o h e	169732		10---to sleep	150	cvcv
896	Maori_85	Maori	to sleep	maor1246	moe	1585	85	48	mri	Biggs-85-2005		10	False	abvd-abvd-85-50	moe	m o e	16864		10---to sleep	150	cvv
1105	Kapingamarangi_217	Kapingamarangi	to sleep	kapi1249	khi	1585	217	48	kpg	POLLEX			False	abvd-abvd-217-69	khi	k h i	168021		1105---to sleep	220	ccv
1345	Tahitian_173	Tahitian (Modern)	to sleep	tahi1242	ta'oto	1585	173	48	tah	Clark-173-2005			False	abvd-abvd-173-55	ta'oto	t a ʔ o t o	16952		1345---to sleep	325	cvcvcv
1541	Emae_1030	Emae (Makatea)	to sleep	emae1237	moe	1585	1030	48	mmw	52375		10	False	abvd-abvd-1030-48	moe	m o e	272344		10---to sleep	150	cvv
1542	Emae_1030	Emae (Makatea)	to sleep	emae1237	ŋoro	1585	1030	48	mmw	52375		63	False	abvd-abvd-1030-47	ŋoro	ŋ o r o	272343		63---to sleep	1130	cvcv
1790	Rapanui_264	Rapanui (Easter Island)	to sleep	rapa1244	moe	1585	264	48	rap	POLLEX	Sleep	10	False	abvd-abvd-264-74	moe	m o e	17043		10---to sleep	150	cvv
2052	Mangareva_239	Mangareva	to sleep	mang1401	moe	1585	239	48	mrv	POLLEX		10	False	abvd-abvd-239-85	moe	m o e	321473	moe	10---to sleep	150	cvv
2279	Luangiua_238	Luangiua	to sleep	onto1237	moe	1585	238	48	ojv	POLLEX	Sleep	10	False	abvd-abvd-238-53	moe	m o e	17017		10---to sleep	150	cvv
2500	TongaTongaIslands_136	Tongan	to sleep	tong1325	mohe	1585	136	48	ton	117207		10	False	abvd-abvd-136-52	mohe	m o h e	16915		10---to sleep	150	cvcv
2746	RakahangaManihiki_589	Manihiki	to sleep	raka1237	moe	1585	589	48	rkh	Clark-589-2008		10	False	abvd-abvd-589-90	moe	m o e	153263		10---to sleep	150	cvv
3015	Tikopia_155	Tikopia	to sleep	tiko1237	moe	1585	155	48	tkp	POLLEX	Lie down, sleep, die (Fth)	10	False	abvd-abvd-155-62	moe	m o e	16934		10---to sleep	150	cvv
3241	Sikaiana_243	Sikaiana	to sleep	sika1261	moe	1585	243	48	sky	POLLEX	Sleep	10	False	abvd-abvd-243-56	moe	m o e	17022		10---to sleep	150	cvv
3526	NorthMarquesan_38	Marquesan	to sleep	nort2845	hiamoe	1585	38	48	mrq	POLLEX		10	False	abvd-abvd-38-75	hiamoe	h i a + m o e	16817		10---to sleep	150	cvvcvv
3813	EastFutuna_210	Futuna, East	to sleep	east2447	moe	1585	210	48	fud	POLLEX	Lie down, sleep (Bgs)	10	False	abvd-abvd-210-79	moe	m o e	16989		10---to sleep	150	cvv
4128	Pukapuka_152	Pukapuka	to sleep	puka1242	lowi	1585	152	48	pkp	Salisbury-152-2005			False	abvd-abvd-152-92	lowi	l o w i	73958		4128---to sleep	840	cvcv
4129	Pukapuka_152	Pukapuka	to sleep	puka1242	momoe	1585	152	48	pkp	Salisbury-152-2005	pl	10	False	abvd-abvd-152-91	momoe	m o + m o e	73957	moe	10---to sleep	150	cvcvv
4342	Mele-Fila_1163	Fila	to sleep	mele1250	moe	1585	1163	48	mxe	52375		10	False	abvd-abvd-1163-46	moe	m o e	272354		10---to sleep	150	cvv
4542	Austral_1213	Ra'ivavae	to sleep	aust1304	moe	1585	1213	48	aut	Tamaititahio-1213-2015			False	abvd-abvd-1213-46	moe	m o e	291197		4542---to sleep	905	cvv
4787	Tuamotuan_246	Tuamotu	to sleep	tuam1242	moe	1585	246	48	pmt	POLLEX	Sleep	10	False	abvd-abvd-246-66	moe	m o e	17025		10---to sleep	150	cvv
5039	Niuean_247	Niue	to sleep	niue1239	mohe	1585	247	48	niu	POLLEX	Sleep	10	False	abvd-abvd-247-65	mohe	m o h e	17026		10---to sleep	150	cvcv
5298	Austral_128	Rurutuan	to sleep	aust1304	moe	1585	128	48	aut	Meyer-128-2005		10	False	abvd-abvd-128-63	moe	m o e	16907		10---to sleep	150	cvv
5551	FutunaAniwa_156	Futuna-Aniwa	to sleep	futu1245	moeroa	1585	156	48	fut	POLLEX		10	False	abvd-abvd-156-72	moeroa	m o e _ r o a	16935		10---to sleep	150	cvvcvv
5790	Hawaiian_52	Hawaiian	to sleep	hawa1245	moe	1585	52	48	haw	71458		10	False	abvd-abvd-52-53	moe	m o e	16831		10---to sleep	150	cvv
6086	Rarotongan_58	Rarotongan	to sleep	raro1241	moe	1585	58	48	rar	POLLEX	Sleep	10	False	abvd-abvd-58-71	moe	m o e	16837		10---to sleep	150	cvv
6308	Penrhyn_235	Penrhyn	to sleep	penr1237	moe	1585	235	48	pnh	POLLEX	Sleep	10	False	abvd-abvd-235-48	moe	m o e	17014		10---to sleep	150	cvv
6560	Nukuria_1212	Nukeria	to sleep	nuku1259	moe	1585	1212	48	nur	Davletshin-1212-2015	(s.)	10	False	abvd-abvd-1212-63	moe	m o e	290933		10---to sleep	150	cvv
6850	Samoan_118	Samoan	to sleep	samo1305	moe	1585	118	48	smo	Blust-118-2005		10	False	abvd-abvd-118-61	moe	m o e	16897		10---to sleep	150	cvv
7117	RennellBellona_206	Rennellese	to sleep	renn1242	moe	1585	206	48	mnv	POLLEX	Sleep, lie down, have sex (Ebt)	10	False	abvd-abvd-206-58	moe	m o e	16985		10---to sleep	150	cvv
7364	Tuvalu_753	Nanumea	to sleep	tuva1244	moe	1585	753	48	tvl	29903		10	False	abvd-abvd-753-70	moe	m o e	192082		10---to sleep	150	cvv
7604	Anuta_253	Anuta	to sleep	anut1237	moe	1585	253	48	aud	POLLEX	sleep	10	False	abvd-abvd-253-53	moe	m o e	146304		10---to sleep	150	cvv
213	VaeakauTaumako_375	Vaeakau-Taumako	to sniff, smell	pile1238	namu	1586	375	29	piv	Hovdhaugen-375-2009		41	False	abvd-abvd-375-37	namu	n a m u	89437		41---to sniff, smell	838	cvcv
472	Wallisian_258	Uvea, East	to sniff, smell	wall1257	hogi	1586	258	29	wls	POLLEX	Smell	9	False	abvd-abvd-258-43	hogi	h o g i	10254		9---to sniff, smell	1412	cvcv
915	Maori_85	Maori	to sniff, smell	maor1246	hongi	1586	85	29	mri	Biggs-85-2005		9	False	abvd-abvd-85-31	hongi	h o ŋ i	10081		9---to sniff, smell	1412	cvcv
1127	Kapingamarangi_217	Kapingamarangi	to sniff, smell	kapi1249	tuŋu	1586	217	29	kpg	POLLEX		45	False	abvd-abvd-217-42	tuŋu	t u ŋ u	171940		45---to sniff, smell	894	cvcv
1128	Kapingamarangi_217	Kapingamarangi	to sniff, smell	kapi1249	hongi	1586	217	29	kpg	POLLEX	Smell, kiss	9	False	abvd-abvd-217-41	hongi	h o ŋ i	10213		9---to sniff, smell	1412	cvcv
1365	Tahitian_173	Tahitian (Modern)	to sniff, smell	tahi1242	ho'i	1586	173	29	tah	Clark-173-2005	ho'i (flairer, toucher avec le nez)	9	False	abvd-abvd-173-35	ho'i	h o ʔ i	88690		9---to sniff, smell	1412	cvcv
1366	Tahitian_173	Tahitian (Modern)	to sniff, smell	tahi1242	hau'a	1586	173	29	tah	Clark-173-2005	hau? (sentir, percevoir une deur ou emettre une odeur)	10	False	abvd-abvd-173-34	hau'a	h a u ʔ a	88689		10---to sniff, smell	151	cvvcv
1560	Emae_1030	Emae (Makatea)	to sniff, smell	emae1237	saŋotia	1586	1030	29	mmw	52375		9?	False	abvd-abvd-1030-29	saŋotia	s a ŋ o + t i a	275926		9?---to sniff, smell	1453	cvcvcvv
1810	Rapanui_264	Rapanui (Easter Island)	to sniff, smell	rapa1244	hogi	1586	264	29	rap	POLLEX		9	False	abvd-abvd-264-48	hogi	h o g i	133578	hoŋi	9---to sniff, smell	1412	cvcv
2075	Mangareva_239	Mangareva	to sniff, smell	mang1401	'ongi	1586	239	29	mrv	POLLEX		9	False	abvd-abvd-239-47	'ongi	ʔ o ŋ i	321453	'ogi	9---to sniff, smell	1412	cvcv
2298	Luangiua_238	Luangiua	to sniff, smell	onto1237	vei/soŋi	1586	238	29	ojv	POLLEX	Touch noses	9	False	abvd-abvd-238-33	soŋi	s o ŋ i	10234		9---to sniff, smell	1412	cvcv
