ID	DOCULECT	DOCULECT_NAME_IN_SOURCE	CONCEPT	GLOTTOCODE	VALUE	CONCEPTICON_ID	LANGID	GLOSSID	ISO	SOURCE	COMMENT	COGNACY	LOAN	LEXIBANK_ID	FORM	SEGMENTS	BVD_ID	VARIANTS	COG	COGID	CVCV
4660	Tuamotuan_246	Tuamotu	cold	tuam1242	toketoke	1287	246	139	pmt	POLLEX	Cold	9	False	abvd-abvd-246-206	toketoke	t o k e + t o k e	122721		9---cold	1386	cvcvcvcv
4661	Tuamotuan_246	Tuamotu	cold	tuam1242	anu	1287	246	139	pmt	POLLEX	Cold	8	False	abvd-abvd-246-205	anu	a n u	122720		8---cold	1316	vcv
4662	Tuamotuan_246	Tuamotu	cold	tuam1242	makariri	1287	246	139	pmt	POLLEX	Cold, chilly	1,52	False	abvd-abvd-246-204	makariri	m a k a + r i r i	122719		1---cold	17	cvcvcvcv
4923	Niuean_247	Niue	cold	niue1239	makalili	1287	247	139	niu	POLLEX	Cold, chilly	1,52	False	abvd-abvd-247-199	makalili	m a k a + l i l i	49513		1---cold	17	cvcvcvcv
5182	Austral_128	Rurutuan	cold	aust1304	toʔetoʔe	1287	128	139	aut	Meyer-128-2005		9	False	abvd-abvd-128-183	toʔetoʔe	t o ʔ e + t o ʔ e	49394		9---cold	1386	cvcvcvcv
5441	FutunaAniwa_156	Futuna-Aniwa	cold	futu1245	makaligi	1287	156	139	fut	POLLEX	Cold	1,53	False	abvd-abvd-156-209	makaligi	m a k a + l i g i	49527	makahlingi	1---cold	17	cvcvcvcv
5690	Hawaiian_52	Hawaiian	cold	hawa1245	anu	1287	52	139	haw	71458		8	False	abvd-abvd-52-157	anu	a n u	49318		8---cold	1316	vcv
5941	Rarotongan_58	Rarotongan	cold	raro1241	anu toketoke	1287	58	139	rar	POLLEX	Very cold (Bse)	8,9	False	abvd-abvd-58-237	anu toketoke	a n u _ t o k e + t o k e	122704		8---cold	1316	vcv_cvcvcvcv
5942	Rarotongan_58	Rarotongan	cold	raro1241	anu	1287	58	139	rar	POLLEX	Cold	8	False	abvd-abvd-58-236	anu	a n u	122703		8---cold	1316	vcv
6214	Penrhyn_235	Penrhyn	cold	penr1237	anu	1287	235	139	pnh	POLLEX	Cold	8	False	abvd-abvd-235-144	anu	a n u	122716		8---cold	1316	vcv
6215	Penrhyn_235	Penrhyn	cold	penr1237	makariri	1287	235	139	pnh	POLLEX	Cold	1,52	False	abvd-abvd-235-143	makariri	m a k a + r i r i	122715		1---cold	17	cvcvcvcv
6439	Nukuria_1212	Nukeria	cold	nuku1259	makariri	1287	1212	139	nur	Davletshin-1212-2015	(s.)	1,52	False	abvd-abvd-1212-191	makariri	m a k a + r i r i	291007		1---cold	17	cvcvcvcv
6726	Samoan_118	Samoan	cold	samo1305	malūlū	1287	118	139	smo	Blust-118-2005		74	False	abvd-abvd-118-190	malūlū	m a + l uː l uː	216815		74---cold	1278	cvcvcv
6727	Samoan_118	Samoan	cold	samo1305	maʔalili	1287	118	139	smo	Blust-118-2005		1,52	False	abvd-abvd-118-189	maʔalili	m a ʔ a + l i l i	49384		1---cold	17	cvcvcvcv
6998	RennellBellona_206	Rennellese	cold	renn1242	makagigi	1287	206	139	mnv	POLLEX	Somewhat cold, as food (Ebt)	1,52	False	abvd-abvd-206-179	makagigi	m a k a + g i g i	49472		1---cold	17	cvcvcvcv
7263	Tuvalu_753	Nanumea	cold	tuva1244	makalili	1287	753	139	tvl	29903		1,52	False	abvd-abvd-753-186	makalili	m a k a + l i l i	192336		1---cold	17	cvcvcvcv
7264	Tuvalu_753	Nanumea	cold	tuva1244	maaluuluu	1287	753	139	tvl	29903		74	False	abvd-abvd-753-185	maaluuluu	m aː + l uː + l uː	192335		74---cold	1278	cvcvcv
7508	Anuta_253	Anuta	cold	anut1237	makariri	1287	253	139	aud	POLLEX	Cold (Yen)	1,52	False	abvd-abvd-253-158	makariri	m a k a + r i r i	49519		1---cold	17	cvcvcvcv
56	VaeakauTaumako_375	Vaeakau-Taumako	correct, true	pile1238	thonu	1725	375	166	piv	Hovdhaugen-375-2009		8	False	abvd-abvd-375-201	thonu	tʰ o n u	123532		8---correct, true	1317	cvcv
57	VaeakauTaumako_375	Vaeakau-Taumako	correct, true	pile1238	maoli	1725	375	166	piv	Hovdhaugen-375-2009			False	abvd-abvd-375-200	maoli	m a o l i	123531		57---correct, true	1043	cvvcv
296	Wallisian_258	Uvea, East	correct, true	wall1257	tonu	1725	258	166	wls	POLLEX	Droit, justice, exactitude (Rch)	8	False	abvd-abvd-258-237	tonu	t o n u	59163		8---correct, true	1317	cvcv
772	Maori_85	Maori	correct, true	maor1246	tika	1725	85	166	mri	Biggs-85-2005		9	False	abvd-abvd-85-174	tika	t i k a	58990		9---correct, true	1387	cvcv
988	Kapingamarangi_217	Kapingamarangi	correct, true	kapi1249	donu	1725	217	166	kpg	POLLEX	Correct, true, straight (Lbr)	8	False	abvd-abvd-217-223	donu	d o n u	123521	tonu	8---correct, true	1317	cvcv
1215	Tahitian_173	Tahitian (Modern)	correct, true	tahi1242	'aafaro	1725	173	166	tah	Clark-173-2005		39	False	abvd-abvd-173-189	'aafaro	ʔ aː f a r o	80773		39---correct, true	782	cvcvcv
1216	Tahitian_173	Tahitian (Modern)	correct, true	tahi1242	tano	1725	173	166	tah	Clark-173-2005		8	False	abvd-abvd-173-188	tano	t a n o	80772		8---correct, true	1317	cvcv
1439	Emae_1030	Emae (Makatea)	correct, true	emae1237	sumarie	1725	1030	166	mmw	52375	good		False	abvd-abvd-1030-151	sumarie	s u m a r i e	263795		1439---correct, true	366	cvcvcvv
1641	Rapanui_264	Rapanui (Easter Island)	correct, true	rapa1244	titika	1725	264	166	rap	POLLEX		9	False	abvd-abvd-264-263	titika	t i + t i k a	130636		9---correct, true	1387	cvcvcv
1894	Mangareva_239	Mangareva	correct, true	mang1401	mau	1725	239	166	mrv	POLLEX		10	False	abvd-abvd-239-301	mau	m a u	321581		10---correct, true	118	cvv
1895	Mangareva_239	Mangareva	correct, true	mang1401	tika	1725	239	166	mrv	POLLEX	True, right, just (Tgr)	9	False	abvd-abvd-239-300	tika	t i k a	59144		9---correct, true	1387	cvcv
2155	Luangiua_238	Luangiua	correct, true	onto1237	koŋu	1725	238	166	ojv	POLLEX	Correct	8	False	abvd-abvd-238-182	koŋu	k o ŋ u	59143		8---correct, true	1317	cvcv
2376	TongaTongaIslands_136	Tongan	correct, true	tong1325	tonu	1725	136	166	ton	117207		8	False	abvd-abvd-136-177	tonu	t o n u	59041		8---correct, true	1317	cvcv
2599	RakahangaManihiki_589	Manihiki	correct, true	raka1237	tika	1725	589	166	rkh	Clark-589-2008		9	False	abvd-abvd-589-253	tika	t i k a	153542		9---correct, true	1387	cvcv
2600	RakahangaManihiki_589	Manihiki	correct, true	raka1237	tano	1725	589	166	rkh	Clark-589-2008		8	False	abvd-abvd-589-252	tano	t a n o	153541		8---correct, true	1317	cvcv
2868	Tikopia_155	Tikopia	correct, true	tiko1237	tonu	1725	155	166	tkp	POLLEX	Straight, right, correct	8	False	abvd-abvd-155-219	tonu	t o n u	59060		8---correct, true	1317	cvcv
3116	Sikaiana_243	Sikaiana	correct, true	sika1261	tonu	1725	243	166	sky	POLLEX	Right, correct	8	False	abvd-abvd-243-191	tonu	t o n u	59148		8---correct, true	1317	cvcv
3345	NorthMarquesan_38	Marquesan	correct, true	nort2845	toitoi	1725	38	166	mrq	POLLEX		41	False	abvd-abvd-38-317	toitoi	t o i + t o i	135743		41---correct, true	835	cvvcvv
3346	NorthMarquesan_38	Marquesan	correct, true	nort2845	mea hei	1725	38	166	mrq	POLLEX			False	abvd-abvd-38-316	mea hei	m e a _ h e i	135742		3346---correct, true	717	cvv_cvv
3642	EastFutuna_210	Futuna, East	correct, true	east2447	tonu	1725	210	166	fud	POLLEX	Straight, true, correct (Bgs)	8	False	abvd-abvd-210-268	tonu	t o n u	59115		8---correct, true	1317	cvcv
3957	Pukapuka_152	Pukapuka	correct, true	puka1242	tautonu	1725	152	166	pkp	Salisbury-152-2005		8	False	abvd-abvd-152-296	tautonu	t a u + t o n u	123516	tano	8---correct, true	1317	cvvcvcv
3958	Pukapuka_152	Pukapuka	correct, true	puka1242	tika	1725	152	166	pkp	Salisbury-152-2005		9	False	abvd-abvd-152-294	tika	t i k a	123514		9---correct, true	1387	cvcv
3959	Pukapuka_152	Pukapuka	correct, true	puka1242	yako	1725	152	166	pkp	Salisbury-152-2005			False	abvd-abvd-152-293	yako	j a k o	123513		3959---correct, true	793	cvcv
4239	Mele-Fila_1163	Fila	correct, true	mele1250	marie	1725	1163	166	mxe	52375	good		False	abvd-abvd-1163-149	marie	m a r i e	263804		4239---correct, true	851	cvcvv
4433	Austral_1213	Ra'ivavae	correct, true	aust1304	mau	1725	1213	166	aut	Tamaititahio-1213-2015	Likely Tahitian borrowing	10	True	abvd-abvd-1213-155	mau	m a u	291305		10---correct, true	118	cvv
4627	Tuamotuan_246	Tuamotu	correct, true	tuam1242	tika	1725	246	166	pmt	POLLEX	Just, right	9	False	abvd-abvd-246-243	tika	t i k a	59151		9---correct, true	1387	cvcv
4894	Niuean_247	Niue	correct, true	niue1239	tonu	1725	247	166	niu	POLLEX	Proper, right (McE)	8	False	abvd-abvd-247-230	tonu	t o n u	123524		8---correct, true	1317	cvcv
4895	Niuean_247	Niue	correct, true	niue1239	tika	1725	247	166	niu	POLLEX	Just, right (McE) B. [<]	9	True	abvd-abvd-247-229	tika	t i k a	123523	hako/tika/	9---correct, true	1387	cvcv
5149	Austral_128	Rurutuan	correct, true	aust1304	parau mau	1725	128	166	aut	Meyer-128-2005	Tahitian Loan (the truth - literally 'true word')	10	True	abvd-abvd-128-218	parau mau	p a r a u _ m a u	118878	mau	10---correct, true	118	cvcvv_cvv
5150	Austral_128	Rurutuan	correct, true	aust1304	ʔaafaro	1725	128	166	aut	Meyer-128-2005	likely a recent Tahitian loanword as /f/ -> /Ê”/ has not occurred)	39	True	abvd-abvd-128-216	ʔaafaro	ʔ aː f a r o	118876		39---correct, true	782	cvcvcv
5151	Austral_128	Rurutuan	correct, true	aust1304	tano	1725	128	166	aut	Meyer-128-2005	correct	8?	False	abvd-abvd-128-215	tano	t a n o	118875		8?---correct, true	1371	cvcv
5402	FutunaAniwa_156	Futuna-Aniwa	correct, true	futu1245	tonu	1725	156	166	fut	POLLEX	Straight,  correct (Dty)	8	False	abvd-abvd-156-258	tonu	t o n u	59166		8---correct, true	1317	cvcv
5403	FutunaAniwa_156	Futuna-Aniwa	correct, true	futu1245	nomari	1725	156	166	fut	POLLEX			False	abvd-abvd-156-257	nomari	n o m a r i	59061		5403---correct, true	1014	cvcvcv
5661	Hawaiian_52	Hawaiian	correct, true	hawa1245	'oiā'i'o	1725	52	166	haw	71458			False	abvd-abvd-52-187	'oiā'i'o	ʔ o i aː ʔ i ʔ o	58957		5661---correct, true	1040	cvvvcvcv
5897	Rarotongan_58	Rarotongan	correct, true	raro1241	tika	1725	58	166	rar	POLLEX	Right, correct, true (Sve)	9	False	abvd-abvd-58-294	tika	t i k a	58963		9---correct, true	1387	cvcv
6183	Penrhyn_235	Penrhyn	correct, true	penr1237	tika	1725	235	166	pnh	POLLEX	Right; to agree	9	False	abvd-abvd-235-177	tika	t i k a	59140		9---correct, true	1387	cvcv
6408	Nukuria_1212	Nukeria	correct, true	nuku1259	tonu	1725	1212	166	nur	Davletshin-1212-2015	(s.)		False	abvd-abvd-1212-226	tonu	t o n u	290999		6408---correct, true	1142	cvcv
6675	Samoan_118	Samoan	correct, true	samo1305	amiotonu	1725	118	166	smo	Blust-118-2005	socially correct behavior	8	False	abvd-abvd-118-245	amiotonu	a m i o + t o n u	153122	talitonu // tonu	8---correct, true	1317	vcvvcvcv
6676	Samoan_118	Samoan	correct, true	samo1305	saʔo	1725	118	166	smo	Blust-118-2005	More accurately refers to "straightness" (in modern slang, "sa'o" can mean something like "right on!")		False	abvd-abvd-118-242	saʔo	s a ʔ o	59023		6676---correct, true	1177	cvcv
6958	RennellBellona_206	Rennellese	correct, true	renn1242	tonu	1725	206	166	mnv	POLLEX	Correct, right, satisfactory (Ebt)	8	False	abvd-abvd-206-222	tonu	t o n u	59111		8---correct, true	1317	cvcv
7226	Tuvalu_753	Nanumea	correct, true	tuva1244	muna tonu	1725	753	166	tvl	29903	truth	8	False	abvd-abvd-753-226	muna tonu	m u n a _ t o n u	192187		8---correct, true	1317	cvcv_cvcv
7478	Anuta_253	Anuta	correct, true	anut1237	tonu	1725	253	166	aud	POLLEX	Correct, right	8	False	abvd-abvd-253-190	tonu	t o n u	59158		8---correct, true	1317	cvcv
54	VaeakauTaumako_375	Vaeakau-Taumako	day	pile1238	langi	1225	375	168	piv	Hovdhaugen-375-2009		6	False	abvd-abvd-375-203	langi	l a ŋ i	89565		6---day	1087	cvcv
292	Wallisian_258	Uvea, East	day	wall1257	àho	1225	258	168	wls	POLLEX	Day	1, 54	False	abvd-abvd-258-241	àho	ʔ a h o	119478		1---day	18	cvcv
293	Wallisian_258	Uvea, East	day	wall1257	àho	1225	258	168	wls	POLLEX	Day, not night B. [<]		True	abvd-abvd-258-240	àho	ʔ a h o	119477		293---day	658	cvcv
542	Polynesian_658	Proto-Polynesian	day	poly1242	*raqani	1225	658	168		PawleyOC		6	False	abvd-abvd-658-190	*raqani	r a ʔ a n i	169845		6---day	1087	cvcvcv
769	Maori_85	Maori	day	maor1246	raa	1225	85	168	mri	Biggs-85-2005	(period)	7	False	abvd-abvd-85-177	raa	r aː	119456		7---day	1211	cv
770	Maori_85	Maori	day	maor1246	ao	1225	85	168	mri	Biggs-85-2005	(not night)	1, 54	False	abvd-abvd-85-176	ao	a o	119455		1---day	18	vv
984	Kapingamarangi_217	Kapingamarangi	day	kapi1249	raani	1225	217	168	kpg	POLLEX		6	False	abvd-abvd-217-228	raani	r aː n i	171880		6---day	1087	cvcv
985	Kapingamarangi_217	Kapingamarangi	day	kapi1249	aal	1225	217	168	kpg	POLLEX		7?	False	abvd-abvd-217-227	aal	l aː	168040		7?---day	1307	vc
986	Kapingamarangi_217	Kapingamarangi	day	kapi1249	a	1225	217	168	kpg	POLLEX			False	abvd-abvd-217-226	a	a	168039		986---day	1442	v
1213	Tahitian_173	Tahitian (Modern)	day	tahi1242	ao	1225	173	168	tah	Clark-173-2005		1, 54	False	abvd-abvd-173-191	ao	a o	59792		1---day	18	vv
1437	Emae_1030	Emae (Makatea)	day	emae1237	aso	1225	1030	168	mmw	52375		1, 54	False	abvd-abvd-1030-153	aso	a s o	268110		1---day	18	vcv
1639	Rapanui_264	Rapanui (Easter Island)	day	rapa1244	raa	1225	264	168	rap	POLLEX		7	False	abvd-abvd-264-265	raa	r aː	130635		7---day	1211	cv
1891	Mangareva_239	Mangareva	day	mang1401	ao	1225	239	168	mrv	POLLEX		1,54	False	abvd-abvd-239-305	ao	a o	321579		1---day	18	vv
1892	Mangareva_239	Mangareva	day	mang1401	ao	1225	239	168	mrv	POLLEX	Day (not night)	1, 54	False	abvd-abvd-239-304	ao	a o	59858		1---day	18	vv
2153	Luangiua_238	Luangiua	day	onto1237	aho	1225	238	168	ojv	POLLEX	Pollex 06: Aho. :Day.	1, 54	False	abvd-abvd-238-184	aho	a h o	90535		1---day	18	vcv
2374	TongaTongaIslands_136	Tongan	day	tong1325	ʔaho	1225	136	168	ton	117207		1, 54	False	abvd-abvd-136-179	ʔaho	ʔ a h o	59755		1---day	18	cvcv
2595	RakahangaManihiki_589	Manihiki	day	raka1237	avatea	1225	589	168	rkh	Clark-589-2008	afternoon/daytime	27	False	abvd-abvd-589-257	avatea	a v a + t e a	153546		27---day	633	vcvcvv
2596	RakahangaManihiki_589	Manihiki	day	raka1237	raa	1225	589	168	rkh	Clark-589-2008	day	7	False	abvd-abvd-589-256	raa	r aː	153545		7---day	1211	cv
2866	Tikopia_155	Tikopia	day	tiko1237	aso	1225	155	168	tkp	POLLEX	Day, as time span (Fth)	1, 54	False	abvd-abvd-155-222	aso	a s o	119460	ao	1---day	18	vcv
3114	Sikaiana_243	Sikaiana	day	sika1261	aso	1225	243	168	sky	POLLEX	Day	1, 54	False	abvd-abvd-243-194	aso	a s o	119468	aho	1---day	18	vcv
3342	NorthMarquesan_38	Marquesan	day	nort2845	oatea	1225	38	168	mrq	POLLEX	daylight	27	False	abvd-abvd-38-320	oatea	o a + t e a	135744		27---day	633	vvcvv
3343	NorthMarquesan_38	Marquesan	day	nort2845	ao	1225	38	168	mrq	POLLEX	Jour oppose a nuit (Dln)	1, 54	False	abvd-abvd-38-319	ao	a o	59657		1---day	18	vv
3640	EastFutuna_210	Futuna, East	day	east2447	àso	1225	210	168	fud	POLLEX	Day (period of time)	1, 54	False	abvd-abvd-210-272	àso	ʔ a s o	119466	ào	1---day	18	cvcv
3955	Pukapuka_152	Pukapuka	day	puka1242	ao	1225	152	168	pkp	Salisbury-152-2005	'daytime'	1, 54	False	abvd-abvd-152-299	ao	a o	119458	ayo	1---day	18	vv
4237	Mele-Fila_1163	Fila	day	mele1250	rea	1225	1163	168	mxe	52375		7?	False	abvd-abvd-1163-151	rea	r e a	268119		7?---day	1307	cvv
4431	Austral_1213	Ra'ivavae	day	aust1304	mahana	1225	1213	168	aut	Tamaititahio-1213-2015	Tahitian Loan	8	True	abvd-abvd-1213-157	mahana	m a h a n a	291307		8---day	1318	cvcvcv
4624	Tuamotuan_246	Tuamotu	day	tuam1242	ao	1225	246	168	pmt	POLLEX	Day (not night)	1, 54	False	abvd-abvd-246-246	ao	a o	59865		1---day	18	vv
4891	Niuean_247	Niue	day	niue1239	aho	1225	247	168	niu	POLLEX	Day	1, 54	False	abvd-abvd-247-234	aho	a h o	119472	aho	1---day	18	vcv
5146	Austral_128	Rurutuan	day	aust1304	maʔana	1225	128	168	aut	Meyer-128-2005	Tahitian Loan	8	True	abvd-abvd-128-221	maʔana	m a ʔ a n a	118880		8---day	1318	cvcvcv
5147	Austral_128	Rurutuan	day	aust1304	ao	1225	128	168	aut	Meyer-128-2005		1, 54	False	abvd-abvd-128-220	ao	a o	118879		1---day	18	vv
5400	FutunaAniwa_156	Futuna-Aniwa	day	futu1245	ao	1225	156	168	fut	POLLEX		1, 54	False	abvd-abvd-156-261	ao	a o	59775		1---day	18	vv
5659	Hawaiian_52	Hawaiian	day	hawa1245	lā	1225	52	168	haw	71458		7	False	abvd-abvd-52-189	lā	l aː	59671		7---day	1211	cv
5895	Rarotongan_58	Rarotongan	day	raro1241	ao	1225	58	168	rar	POLLEX	Day (not night)	1, 54	False	abvd-abvd-58-296	ao	a o	59677		1---day	18	vv
6181	Penrhyn_235	Penrhyn	day	penr1237	ao	1225	235	168	pnh	POLLEX	The world (Cbl)	1, 54	False	abvd-abvd-235-179	ao	a o	59854		1---day	18	vv
6404	Nukuria_1212	Nukeria	day	nuku1259	raa	1225	1212	168	nur	Davletshin-1212-2015	day (of the week)	7	False	abvd-abvd-1212-230	raa	r aː	291121		7---day	1211	cv
6405	Nukuria_1212	Nukeria	day	nuku1259	maarama	1225	1212	168	nur	Davletshin-1212-2015	(daylight)		False	abvd-abvd-1212-229	maarama	m aː r a m a	291120		6405---day	1141	cvcvcv
6406	Nukuria_1212	Nukeria	day	nuku1259	ao	1225	1212	168	nur	Davletshin-1212-2015	(daylight, daytime)	1, 54	False	abvd-abvd-1212-228	ao	a o	291119		1---day	18	vv
6672	Samoan_118	Samoan	day	samo1305	lā	1225	118	168	smo	Blust-118-2005		7	False	abvd-abvd-118-249	lā	l aː	216779		7---day	1211	cv
6673	Samoan_118	Samoan	day	samo1305	ao	1225	118	168	smo	Blust-118-2005		1, 54	False	abvd-abvd-118-248	ao	a o	216778	aso	1---day	18	vv
6956	RennellBellona_206	Rennellese	day	renn1242	àso	1225	206	168	mnv	POLLEX	Time, day, season (Ebt)	1, 54	False	abvd-abvd-206-225	àso	ʔ a s o	119464	ào	1---day	18	cvcv
7222	Tuvalu_753	Nanumea	day	tuva1244	ao	1225	753	168	tvl	29903		1, 54	False	abvd-abvd-753-230	ao	a o	192189		1---day	18	vv
7475	Anuta_253	Anuta	day	anut1237	ao	1225	253	168	aud	POLLEX	Day (not night), day (period of time) (Fbg),  Green 71 notes this is a loan from Tikopia		True	abvd-abvd-253-193	ao	a o	59872		7475---day	1284	vv
236	VaeakauTaumako_375	Vaeakau-Taumako	dirty	pile1238	pelapela	1230	375	10	piv	Hovdhaugen-375-2009		7	False	abvd-abvd-375-12	pelapela	p e l a + p e l a	89777		7---dirty	1212	cvcvcvcv
237	VaeakauTaumako_375	Vaeakau-Taumako	dirty	pile1238	paku	1230	375	10	piv	Hovdhaugen-375-2009		37	False	abvd-abvd-375-11	paku	p a k u	89776		37---dirty	759	cvcv
499	Wallisian_258	Uvea, East	dirty	wall1257	palapala	1230	258	10	wls	POLLEX	Wet (as soiled clothing)	7	False	abvd-abvd-258-15	palapala	p a l a + p a l a	87969		7---dirty	1212	cvcvcvcv
500	Wallisian_258	Uvea, East	dirty	wall1257	liko	1230	258	10	wls	POLLEX	Dirty (Btn); This is actually a very relevant  item that has cognates in other PN languages that just are not represented in this list. - MW		False	abvd-abvd-258-14	liko	l i k o	87968		500---dirty	974	cvcv
704	Polynesian_658	Proto-Polynesian	dirty	poly1242	*kelekele	1230	658	10		PawleyOC	This is reconstructed for 'black' or 'dark', not for 'dirty' -MW	10	False	abvd-abvd-658-14	*kelekele	k e l e + k e l e	169697		10---dirty	119	cvcvcvcv
934	Maori_85	Maori	dirty	maor1246	paru	1230	85	10	mri	Biggs-85-2005		7	False	abvd-abvd-85-11	paru	p a r u	3298		7---dirty	1212	cvcv
1148	Kapingamarangi_217	Kapingamarangi	dirty	kapi1249	tokoria	1230	217	10	kpg	POLLEX			False	abvd-abvd-217-16	tokoria	t o k o + r i a	168012		1148---dirty	225	cvcvcvv
1386	Tahitian_173	Tahitian (Modern)	dirty	tahi1242	repo	1230	173	10	tah	Clark-173-2005		9	False	abvd-abvd-173-14	repo	r e p o	3386		9---dirty	1388	cvcv
1579	Emae_1030	Emae (Makatea)	dirty	emae1237	uri	1230	1030	10	mmw	52375	black (again, not same semantic value)		False	abvd-abvd-1030-10	uri	u r i	263074		1579---dirty	395	vcv
1835	Rapanui_264	Rapanui (Easter Island)	dirty	rapa1244	one	1230	264	10	rap	POLLEX		x	False	abvd-abvd-264-14	one	o n e	133528		x---dirty	1462	vcv
1836	Rapanui_264	Rapanui (Easter Island)	dirty	rapa1244	hava	1230	264	10	rap	POLLEX	muddy, grimy	8	False	abvd-abvd-264-13	hava	h a v a	133527	haba/haba	8---dirty	1319	cvcv
2099	Mangareva_239	Mangareva	dirty	mang1401	paneu	1230	239	10	mrv	POLLEX			False	abvd-abvd-239-15	paneu	p a n e u	321407		2099---dirty	562	cvcvv
2318	Luangiua_238	Luangiua	dirty	onto1237	sava	1230	238	10	ojv	POLLEX	Soiled, dirty	8	False	abvd-abvd-238-13	sava	s a v a	3451		8---dirty	1319	cvcv
2540	TongaTongaIslands_136	Tongan	dirty	tong1325	ʔuli	1230	136	10	ton	117207			False	abvd-abvd-136-12	ʔuli	ʔ u l i	3349		2540---dirty	609	cvcv
2798	RakahangaManihiki_589	Manihiki	dirty	raka1237	lepo	1230	589	10	rkh	Clark-589-2008	to defecate (arch)	9	False	abvd-abvd-589-24	lepo	l e p o	153615		9---dirty	1388	cvcv
2799	RakahangaManihiki_589	Manihiki	dirty	raka1237	parapara	1230	589	10	rkh	Clark-589-2008		7	False	abvd-abvd-589-23	parapara	p a r a + p a r a	153229		7---dirty	1212	cvcvcvcv
3061	Tikopia_155	Tikopia	dirty	tiko1237	kere/kere	1230	155	10	tkp	POLLEX	Muddy, dirty (Fth)	10	False	abvd-abvd-155-14	kere	k e r e	87944	kela	10---dirty	119	cvcv
3280	Sikaiana_243	Sikaiana	dirty	sika1261	sava	1230	243	10	sky	POLLEX	Filthy	8	False	abvd-abvd-243-14	sava	s a v a	87950		8---dirty	1319	cvcv
3281	Sikaiana_243	Sikaiana	dirty	sika1261	pela	1230	243	10	sky	POLLEX	Dirty, decayed (Sps)	7	False	abvd-abvd-243-13	pela	p e l a	87949		7---dirty	1212	cvcv
3572	NorthMarquesan_38	Marquesan	dirty	nort2845	hava	1230	38	10	mrq	POLLEX	Souille, sali, tache (Dln)	8	False	abvd-abvd-38-14	hava	h a v a	87932		8---dirty	1319	cvcv
3573	NorthMarquesan_38	Marquesan	dirty	nort2845	paàpaà	1230	38	10	mrq	POLLEX	Tres mur, gate, pourri (Dln)	7	False	abvd-abvd-38-13	paàpaà	p a ʔ a + p a ʔ a	87931		7---dirty	1212	cvcvcvcv
3874	EastFutuna_210	Futuna, East	dirty	east2447	palapala	1230	210	10	fud	POLLEX	Wet (as soiled clothing)	7	False	abvd-abvd-210-15	palapala	p a l a + p a l a	87946		7---dirty	1212	cvcvcvcv
4182	Pukapuka_152	Pukapuka	dirty	puka1242	palanui	1230	152	10	pkp	Salisbury-152-2005		7	False	abvd-abvd-152-24	palanui	p a l a _ n u i	87942		7---dirty	1212	cvcvcvv
4183	Pukapuka_152	Pukapuka	dirty	puka1242	pakuongea	1230	152	10	pkp	Salisbury-152-2005		37	False	abvd-abvd-152-23	pakuongea	p a k u + o ŋ e a	87941		37---dirty	759	cvcvvcvv
4184	Pukapuka_152	Pukapuka	dirty	puka1242	lepo	1230	152	10	pkp	Salisbury-152-2005		9	False	abvd-abvd-152-22	lepo	l e p o	87940		9---dirty	1388	cvcv
4378	Mele-Fila_1163	Fila	dirty	mele1250	paku	1230	1163	10	mxe	52375	black	37	False	abvd-abvd-1163-10	paku	p a k u	263082		37---dirty	759	cvcv
4578	Austral_1213	Ra'ivavae	dirty	aust1304	Gepo	1230	1213	10	aut	Tamaititahio-1213-2015		9	False	abvd-abvd-1213-10	Gepo	ɢ e p o	291161		9---dirty	1388	cvcv
4838	Tuamotuan_246	Tuamotu	dirty	tuam1242	hava	1230	246	10	pmt	POLLEX	Filthy	8	False	abvd-abvd-246-11	hava	h a v a	3459		8---dirty	1319	cvcv
5084	Niuean_247	Niue	dirty	niue1239	pilo	1230	247	10	niu	POLLEX	Dirty		False	abvd-abvd-247-14	pilo	p i l o	87954		5084---dirty	975	cvcv
5085	Niuean_247	Niue	dirty	niue1239	palapala	1230	247	10	niu	POLLEX	Dampness (McE)	7	False	abvd-abvd-247-13	palapala	p a l a + p a l a	87953		7---dirty	1212	cvcvcvcv
5343	Austral_128	Rurutuan	dirty	aust1304	repo	1230	128	10	aut	Meyer-128-2005		9	False	abvd-abvd-128-17	repo	r e p o	3341		9---dirty	1388	cvcv
5597	FutunaAniwa_156	Futuna-Aniwa	dirty	futu1245	paku	1230	156	10	fut	POLLEX	Pollex 06: Paku. :Dirty; a blot (Cpl).	37	False	abvd-abvd-156-11	paku	p a k u	90937		37---dirty	759	cvcv
5598	FutunaAniwa_156	Futuna-Aniwa	dirty	futu1245	uriuri	1230	156	10	fut	POLLEX	'dark' form cognate with 114, but not same semantic value -MW		False	abvd-abvd-156-10	uriuri	u r i + u r i	3369		5598---dirty	1029	vcvvcv
5832	Hawaiian_52	Hawaiian	dirty	hawa1245	lepo	1230	52	10	haw	71458		9	False	abvd-abvd-52-11	lepo	l e p o	3265		9---dirty	1388	cvcv
6134	Rarotongan_58	Rarotongan	dirty	raro1241	àvaàva	1230	58	10	rar	POLLEX		8	False	abvd-abvd-58-17	àvaàva	ʔ a v a + ʔ a v a	87934		8---dirty	1319	cvcvcvcv
