ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
5900	VaeakauTaumako_375	painful, sick	pile1238	2103	maki	maki	m a k i		Hovdhaugen-375-2009	56	False	1
6389	Polynesian_658	painful, sick	poly1242	2103	*masaki	*masaki	m a s a k i		PawleyOC	56	False	1
6390	Polynesian_658	painful, sick	poly1242	2103	*mamahi	*mamahi	m a m a h i		PawleyOC	171	False	10?
6619	Tuvalu_753	painful, sick	tuva1244	2103	malaga	malaga	m a l a g a		29903	1129	False	
6862	Emae_1030	painful, sick	emae1237	2103	masaki	masaki	m a s a k i		52375	56	False	1
7052	Mele-Fila_1163	painful, sick	mele1250	2103	masaki	masaki	m a s a k i		52375	56	False	1
7254	Nukuria_1212	painful, sick	nuku1259	2103	maki	maki	m a k i		Davletshin-1212-2015	56	False	1
7255	Nukuria_1212	painful, sick	nuku1259	2103	isu	isu	i s u	ihu	Davletshin-1212-2015	290	False	13
7506	Austral_1213	painful, sick	aust1304	2103	maʔi	maʔi	m a ʔ i		Tamaititahio-1213-2015	56	False	1
229	NorthMarquesan_38	person/human being	nort2845	683	kenana	kenana	k e n a n a	'enana	POLLEX	57	False	1,66,11
230	NorthMarquesan_38	person/human being	nort2845	683	'enata	'enata	ʔ e n a t a		POLLEX	57	False	1,66
471	Hawaiian_52	person/human being	hawa1245	683	kanaka	kanaka	k a n a k a		71458	57	False	1,66
766	Rarotongan_58	person/human being	raro1241	683	tangata	tangata	t a ŋ a t a		POLLEX	57	False	1,66
1009	Maori_85	person/human being	maor1246	683	tangata	tangata	t a ŋ a t a		Biggs-85-2005	57	False	1,66
1293	Samoan_118	person/human being	samo1305	683	taŋata	taŋata	t a ŋ a t a		Blust-118-2005	57	False	1,66
1551	Austral_128	person/human being	aust1304	683	taʔata	taʔata	t a ʔ a t a		Meyer-128-2005	57	False	1,66
1783	TongaTongaIslands_136	person/human being	tong1325	683	taŋata	taŋata	t a ŋ a t a		117207	57	False	1,66
2074	Pukapuka_152	person/human being	puka1242	683	kovi	kovi	k o v i		Salisbury-152-2005	523	False	
2075	Pukapuka_152	person/human being	puka1242	683	tama	tama	t a m a		Salisbury-152-2005	472	False	1?
2076	Pukapuka_152	person/human being	puka1242	683	tangata	tangata	t a ŋ a t a		Salisbury-152-2005	57	False	1,66
2345	Tikopia_155	person/human being	tiko1237	683	tangata	tangata	t a ŋ a t a		POLLEX	57	False	1,66
2595	FutunaAniwa_156	person/human being	futu1245	683	tafata	tafata	t a f a t a	tangata	POLLEX	57	False	1,66
2835	Tahitian_173	person/human being	tahi1242	683	ta'ata	ta'ata	t a ʔ a t a		Clark-173-2005	57	False	1,66
3098	RennellBellona_206	person/human being	renn1242	683	tangata	tangata	t a ŋ a t a		POLLEX	57	False	1,66
3380	EastFutuna_210	person/human being	east2447	683	tagata	tagata	t a g a t a		POLLEX	57	False	1,66
3613	Kapingamarangi_217	person/human being	kapi1249	683	dangada	dangada	d a ŋ a d a	tangata	POLLEX	57	False	1,66
3828	Penrhyn_235	person/human being	penr1237	683	tangata	tangata	t a ŋ a t a		POLLEX	57	False	1,66
4045	Luangiua_238	person/human being	onto1237	683	kaŋaka	kaŋaka	k a ŋ a k a		POLLEX	57	False	1,66
4301	Mangareva_239	person/human being	mang1401	683	tangata	tangata	t a ŋ a t a	tagata	POLLEX	57	False	1,66
4528	Sikaiana_243	person/human being	sika1261	683	tama	tama	t a m a		POLLEX	472	False	1?
4529	Sikaiana_243	person/human being	sika1261	683	tanata	tanata	t a n a t a		POLLEX	57	False	1,66
4778	Tuamotuan_246	person/human being	tuam1242	683	taŋata	taŋata	t a ŋ a t a		POLLEX	57	False	1,66
5030	Niuean_247	person/human being	niue1239	683	taŋata	taŋata	t a ŋ a t a		POLLEX	57	False	1,66
5260	Anuta_253	person/human being	anut1237	683	tangata	tangata	t a ŋ a t a		POLLEX	57	False	1,66
5510	Wallisian_258	person/human being	wall1257	683	tagata	tagata	t a g a t a		POLLEX	57	False	1,66
5776	Rapanui_264	person/human being	rapa1244	683	tagata	tagata	t a g a t a	taŋata	POLLEX	57	False	1,66
6022	VaeakauTaumako_375	person/human being	pile1238	683	tai	tai	t a i		Hovdhaugen-375-2009	57	False	1
6271	RakahangaManihiki_589	person/human being	raka1237	683	tangata	tangata	t a ŋ a t a		Clark-589-2008	57	False	1,66
6501	Polynesian_658	person/human being	poly1242	683	*taŋata	*taŋata	t a ŋ a t a		PawleyOC	57	False	1,66
6745	Tuvalu_753	person/human being	tuva1244	683	tagata	tagata	t a g a t a		29903	57	False	1,66
6955	Emae_1030	person/human being	emae1237	683	taŋata	taŋata	t a ŋ a t a		52375	57	False	1,66
7146	Mele-Fila_1163	person/human being	mele1250	683	taŋata	taŋata	t a ŋ a t a		52375	57	False	1,66
7395	Nukuria_1212	person/human being	nuku1259	683	tama	tama	t a m a		Davletshin-1212-2015	472	False	1?
7603	Austral_1213	person/human being	aust1304	683	taʔata	taʔata	t a ʔ a t a		Tamaititahio-1213-2015	57	False	1,66
109	NorthMarquesan_38	rain	nort2845	658	ua	ua	u a		POLLEX	58	False	1
385	Hawaiian_52	rain	hawa1245	658	ua	ua	u a		71458	58	False	1
638	Rarotongan_58	rain	raro1241	658	ua	ua	u a		POLLEX	58	False	1
925	Maori_85	rain	maor1246	658	ua	ua	u a		Biggs-85-2005	58	False	1
1183	Samoan_118	rain	samo1305	658	ua	ua	u a		Blust-118-2005	58	False	1
1184	Samoan_118	rain	samo1305	658	timu	timu	t i m u		Blust-118-2005	243	False	12
1452	Austral_128	rain	aust1304	658	ua	ua	u a		Meyer-128-2005	58	False	1
1700	TongaTongaIslands_136	rain	tong1325	658	ʔuha	ʔuha	ʔ u h a		117207	58	False	1
1964	Pukapuka_152	rain	puka1242	658	u(w)a	ua	u a		Salisbury-152-2005	58	False	1
2247	Tikopia_155	rain	tiko1237	658	ua	ua	u a		POLLEX	58	False	1
2499	FutunaAniwa_156	rain	futu1245	658	ua	ua	u a		POLLEX	58	False	1
2748	Tahitian_173	rain	tahi1242	658	ua	ua	u a		Clark-173-2005	58	False	1
2992	RennellBellona_206	rain	renn1242	658	'ua	'ua	ʔ u a		POLLEX	58	False	1
3263	EastFutuna_210	rain	east2447	658	'ua-ina	'ua-ina	ʔ u a + i n a		POLLEX	58	False	1
3534	Kapingamarangi_217	rain	kapi1249	658	ua	ua	u a		POLLEX	58	False	1
3747	Penrhyn_235	rain	penr1237	658	ua	ua	u a		POLLEX	58	False	1
3961	Luangiua_238	rain	onto1237	658	'ua	'ua	ʔ u a		POLLEX	58	False	1
4197	Mangareva_239	rain	mang1401	658	ua	ua	u a	ua	POLLEX	58	False	1
4443	Sikaiana_243	rain	sika1261	658	ua	ua	u a		POLLEX	58	False	1
4669	Tuamotuan_246	rain	tuam1242	658	ua	ua	u a		POLLEX	58	False	1
4929	Niuean_247	rain	niue1239	658	uha	uha	u h a		POLLEX	58	False	1
5175	Anuta_253	rain	anut1237	658	ua	ua	u a		POLLEX	58	False	1
5409	Wallisian_258	rain	wall1257	658	'ua	'ua	ʔ u a		POLLEX	58	False	1
5678	Rapanui_264	rain	rapa1244	658	ûa	ûa	ʔ uː a	ua // 'uua	POLLEX	58	False	1
5931	VaeakauTaumako_375	rain	pile1238	658	ua	ua	u a		Hovdhaugen-375-2009	58	False	1
6174	RakahangaManihiki_589	rain	raka1237	658	ua	ua	u a		Clark-589-2008	58	False	1
6418	Polynesian_658	rain	poly1242	658	*quha	*quha	ʔ u h a		PawleyOC	58	False	1
6658	Tuvalu_753	rain	tuva1244	658	timu	timu	t i m u		29903	243	False	12
6659	Tuvalu_753	rain	tuva1244	658	ua	ua	u a		29903	58	False	1
6887	Emae_1030	rain	emae1237	658	u·a	u·a	u + a		52375	58	False	1
7077	Mele-Fila_1163	rain	mele1250	658	ua	ua	u a		52375	58	False	1
7288	Nukuria_1212	rain	nuku1259	658	ua	ua	u a		Davletshin-1212-2015	58	False	1
7533	Austral_1213	rain	aust1304	658	ua	ua	u a		Tamaititahio-1213-2015	1278	False	
148	NorthMarquesan_38	rat	nort2845	1490	kumakuma	kumakuma	k u m a k u m a		POLLEX	291	False	13
149	NorthMarquesan_38	rat	nort2845	1490	kio'e	kio'e	k i o ʔ e		POLLEX	244	False	12
418	Hawaiian_52	rat	hawa1245	1490	'iole	'iole	ʔ i o l e		71458	244	False	12
679	Rarotongan_58	rat	raro1241	1490	kiore	kiore	k i o r e		POLLEX	244	False	12
959	Maori_85	rat	maor1246	1490	kiore	kiore	k i o r e		Biggs-85-2005	244	False	12
1229	Samoan_118	rat	samo1305	1490	ʔiole	ʔiole	ʔ i o l e		Blust-118-2005	244	False	12
1230	Samoan_118	rat	samo1305	1490	ʔimoa	ʔimoa	ʔ i m o a		Blust-118-2005	332	False	14
1487	Austral_128	rat	aust1304	1490	ʔiore	ʔiore	ʔ i o r e		Meyer-128-2005	244	False	12
1732	TongaTongaIslands_136	rat	tong1325	1490	kumā	kumā	k u m aː		117207	291	False	13
2004	Pukapuka_152	rat	puka1242	1490	kiole	kiole	k i o l e		Salisbury-152-2005	244	False	12
2280	Tikopia_155	rat	tiko1237	1490	kumari	kumari	k u m a r i		POLLEX	291	True	13
2281	Tikopia_155	rat	tiko1237	1490	kiore	kiore	k i o r e		POLLEX	244	False	12
2535	FutunaAniwa_156	rat	futu1245	1490	kimoa	kimoa	k i m o a		POLLEX	332	False	14
2782	Tahitian_173	rat	tahi1242	1490	'iore	'iore	ʔ i o r e		Clark-173-2005	244	False	12
3029	RennellBellona_206	rat	renn1242	1490	kioge	kioge	k i o g e		POLLEX	244	False	12
3305	EastFutuna_210	rat	east2447	1490	kimoa	kimoa	k i m o a	kimoa	POLLEX	332	False	14
3775	Penrhyn_235	rat	penr1237	1490	kire	kire	k i r e		POLLEX	244	False	12
3990	Luangiua_238	rat	onto1237	1490	iole	iole	i o l e		POLLEX	244	False	12
4235	Mangareva_239	rat	mang1401	1490	kiore	kiore	k i o r e	kiore	POLLEX	244	False	12
4475	Sikaiana_243	rat	sika1261	1490	kiole	kiole	k i o l e		POLLEX	244	False	12
4708	Tuamotuan_246	rat	tuam1242	1490	kiore	kiore	k i o r e		POLLEX	244	False	12
4968	Niuean_247	rat	niue1239	1490	kumaa	kumaa	k u m aː		POLLEX	291	False	13
5205	Anuta_253	rat	anut1237	1490	kiore	kiore	k i o r e		POLLEX	244	False	12
5206	Anuta_253	rat	anut1237	1490	kumaa	kumaa	k u m aː		POLLEX	291	False	13
5446	Wallisian_258	rat	wall1257	1490	kuma	kuma	k u m a		POLLEX	291	False	13
5712	Rapanui_264	rat	rapa1244	1490	kio'e	kio'e	k i o ʔ e	kiora // kiore	POLLEX	244	True	12
5964	VaeakauTaumako_375	rat	pile1238	1490	lepuu	lepuu	l e p uː		Hovdhaugen-375-2009	1019	False	
6450	Polynesian_658	rat	poly1242	1490	*kumaa	*kumaa	k u m aː		PawleyOC	291	False	13
6691	Tuvalu_753	rat	tuva1244	1490	kiole	kiole	k i o l e		29903	244	False	12
6692	Tuvalu_753	rat	tuva1244	1490	kimoa	kimoa	k i m o a		29903	332	False	14
6915	Emae_1030	rat	emae1237	1490	kimoa	kimoa	k i m o a		52375	332	False	14
7106	Mele-Fila_1163	rat	mele1250	1490	kimoa	kimoa	k i m o a		52375	332	False	14
7107	Mele-Fila_1163	rat	mele1250	1490	kisue	kisue	k i s u e		52375	743	False	3?
7325	Nukuria_1212	rat	nuku1259	1490	kimoa	kimoa	k i m o a		Davletshin-1212-2015	332	False	14
7557	Austral_1213	rat	aust1304	1490	ʔioGe	ʔioGe	ʔ i o ɢ e		Tamaititahio-1213-2015	244	False	12
84	NorthMarquesan_38	red	nort2845	156	pukiki	pukiki	p u k i k i		POLLEX	814	False	43
85	NorthMarquesan_38	red	nort2845	156	kuwa	kuwa	k u w a	kuà	POLLEX	292	False	13
365	Hawaiian_52	red	hawa1245	156	'ula	'ula	ʔ u l a		71458	292	False	13
613	Rarotongan_58	red	raro1241	156	'ute	'ute	ʔ u t e		POLLEX	333	True	14
614	Rarotongan_58	red	raro1241	156	kura	kura	k u r a		POLLEX	292	False	13
908	Maori_85	red	maor1246	156	whero	fero	f e r o		Biggs-85-2005	697	False	36
1156	Samoan_118	red	samo1305	156	mea	mea	m e a		Blust-118-2005	59	False	1
1157	Samoan_118	red	samo1305	156	melomelo	melomelo	m e l o m e l o		Blust-118-2005	59	False	1, 16
1158	Samoan_118	red	samo1305	156	ʔula	ʔula	ʔ u l a		Blust-118-2005	292	False	13
1433	Austral_128	red	aust1304	156	ʔuraʔura	ʔuraʔura	ʔ u r a ʔ u r a		Meyer-128-2005	292	False	13
1683	TongaTongaIslands_136	red	tong1325	156	kulokula	kulokula	k u l o k u l a		117207	292	False	13
1941	Pukapuka_152	red	puka1242	156	melo	melo	m e l o		Salisbury-152-2005	59	False	1, 16
1942	Pukapuka_152	red	puka1242	156	kula	kula	k u l a		Salisbury-152-2005	292	False	13
2225	Tikopia_155	red	tiko1237	156	mero	mero	m e r o		POLLEX	59	False	1, 16
2226	Tikopia_155	red	tiko1237	156	mea	mea	m e a		POLLEX	59	False	1
2477	FutunaAniwa_156	red	futu1245	156	mea	mea	m e a	hmea [ṃea]	POLLEX	59	False	1
2731	Tahitian_173	red	tahi1242	156	'ute'ute	'ute'ute	ʔ u t e ʔ u t e		Clark-173-2005	333	False	14
2970	RennellBellona_206	red	renn1242	156	mea	mea	m e a		POLLEX	59	False	1
2971	RennellBellona_206	red	renn1242	156	kuga	kuga	k u g a		POLLEX	292	False	13
3236	EastFutuna_210	red	east2447	156	mea	mea	m e a		POLLEX	59	False	1
3237	EastFutuna_210	red	east2447	156	kula	kula	k u l a		POLLEX	292	False	13
3238	EastFutuna_210	red	east2447	156	(soa)soata	soata	s o a t a		POLLEX	364	True	15
3517	Kapingamarangi_217	red	kapi1249	156	mmee	mmee	m m eː	mhee	POLLEX	59	False	1
3728	Penrhyn_235	red	penr1237	156	kura	kura	k u r a		POLLEX	292	False	13
3944	Luangiua_238	red	onto1237	156	mea	mea	m e a		POLLEX	59	False	1
4171	Mangareva_239	red	mang1401	156	kura	kura	k u r a	kura	POLLEX	292	False	13
4425	Sikaiana_243	red	sika1261	156	mea	mea	m e a		POLLEX	59	False	1
4642	Tuamotuan_246	red	tuam1242	156	mea	mea	m e a		POLLEX	59	False	1
4643	Tuamotuan_246	red	tuam1242	156	kura	kura	k u r a		POLLEX	292	False	13
4908	Niuean_247	red	niue1239	156	kula	kula	k u l a		POLLEX	292	False	13
5155	Anuta_253	red	anut1237	156	mero	mero	m e r o		POLLEX	59	False	1, 16
5156	Anuta_253	red	anut1237	156	oata	oata	o a t a		POLLEX	364	True	15
5386	Wallisian_258	red	wall1257	156	kula	kula	k u l a		POLLEX	292	False	13
5656	Rapanui_264	red	rapa1244	156	herohero	herohero	h e r o h e r o		POLLEX	697	False	36
5657	Rapanui_264	red	rapa1244	156	mea	mea	m e a		POLLEX	59	False	1
5913	VaeakauTaumako_375	red	pile1238	156	mea	mea	m e a		Hovdhaugen-375-2009	59	False	1
6151	RakahangaManihiki_589	red	raka1237	156	kura	kura	k u r a		Clark-589-2008	292	False	13
6152	RakahangaManihiki_589	red	raka1237	156	muramura	muramura	m u r a m u r a		Clark-589-2008	318	False	13?
6402	Polynesian_658	red	poly1242	156	*kula	*kula	k u l a		PawleyOC	292	False	13
6636	Tuvalu_753	red	tuva1244	156	kula	kula	k u l a		29903	292	False	13
6871	Emae_1030	red	emae1237	156	loa	loa	l o a		52375	1157	False	
7061	Mele-Fila_1163	red	mele1250	156	mea	mea	m e a		52375	59	False	1
7268	Nukuria_1212	red	nuku1259	156	mmea	mmea	m m e a		Davletshin-1212-2015	59	False	1
7517	Austral_1213	red	aust1304	156	ʔuteʔute	ʔuteʔute	ʔ u t e ʔ u t e		Tamaititahio-1213-2015	333	True	14
290	NorthMarquesan_38	right	nort2845	1019	'ima oko	'ima oko	ʔ i m a _ o k o		POLLEX	659	False	33
291	NorthMarquesan_38	right	nort2845	1019	atamai	atamai	a t a m a i		POLLEX	1187	False	7
527	Hawaiian_52	right	hawa1245	1019	'ākau	'ākau	ʔ aː k a u		71458	910	False	5, 40
831	Rarotongan_58	right	raro1241	1019	katau	katau	k a t a u		POLLEX	910	False	5, 40
1059	Maori_85	right	maor1246	1019	matau	matau	m a t a u		Biggs-85-2005	910	False	5,13
1060	Maori_85	right	maor1246	1019	katau	katau	k a t a u		Biggs-85-2005	910	False	5, 40
1354	Samoan_118	right	samo1305	1019	tau-matau	tau-matau	t a u + m a t a u		Blust-118-2005	910	False	5,13
1616	Austral_128	right	aust1304	1019	ʔatau	ʔatau	ʔ a t a u		Meyer-128-2005	910	False	5, 40
1838	TongaTongaIslands_136	right	tong1325	1019	mataʔu	mataʔu	m a t a ʔ u		117207	910	False	5,13
2151	Pukapuka_152	right	puka1242	1019	mātau	mātau	m aː t a u		Salisbury-152-2005	910	False	5,13
2404	Tikopia_155	right	tiko1237	1019	matau	matau	m a t a u		POLLEX	910	False	5,13
2654	FutunaAniwa_156	right	futu1245	1019	matau	matau	m a t a u		POLLEX	910	False	5,13
2892	Tahitian_173	right	tahi1242	1019	'atau	'atau	ʔ a t a u		Clark-173-2005	910	False	5, 40
3154	RennellBellona_206	right	renn1242	1019	maui	maui	m a u i		POLLEX	655	False	32
3455	EastFutuna_210	right	east2447	1019	'atamai	'atamai	ʔ a t a m a i		POLLEX	1187	False	7
3670	Kapingamarangi_217	right	kapi1249	1019	tonu	tonu	t o n u		POLLEX	711	True	
3671	Kapingamarangi_217	right	kapi1249	1019	tau	tau	t a u		POLLEX	910	True	5,25
3878	Penrhyn_235	right	penr1237	1019	katau	katau	k a t a u		POLLEX	910	False	5, 40
4098	Luangiua_238	right	onto1237	1019	lāua	lāua	l aː u a		POLLEX	763	False	
4581	Sikaiana_243	right	sika1261	1019	atamai	atamai	a t a m a i		POLLEX	1187	False	7
4841	Tuamotuan_246	right	tuam1242	1019	katau	katau	k a t a u		POLLEX	910	False	5, 40
5088	Niuean_247	right	niue1239	1019	matau	matau	m a t a u		POLLEX	910	False	5,13
5312	Anuta_253	right	anut1237	1019	matau	matau	m a t a u		POLLEX	910	False	5,13
5577	Wallisian_258	right	wall1257	1019	mata'u	mata'u	m a t a ʔ u		POLLEX	910	False	5,13
5835	Rapanui_264	right	rapa1244	1019	mata'u	mata'u	m a t a ʔ u		POLLEX	910	False	5,13
6081	VaeakauTaumako_375	right	pile1238	1019	toilo	toilo	t o i l o		Hovdhaugen-375-2009	1072	False	
6348	RakahangaManihiki_589	right	raka1237	1019	katau	katau	k a t a u		Clark-589-2008	910	False	5, 40
6554	Polynesian_658	right	poly1242	1019	*sako	*sako	s a k o		PawleyOC	1468	False	x
6809	Tuvalu_753	right	tuva1244	1019	poto	poto	p o t o		29903	1149	False	
6810	Tuvalu_753	right	tuva1244	1019	matau	matau	m a t a u		29903	910	False	5,13
6811	Tuvalu_753	right	tuva1244	1019	atamai	atamai	a t a m a i		29903	1187	False	7
7004	Emae_1030	right	emae1237	1019	matau	matau	m a t a u		52375	910	False	5,13
7193	Mele-Fila_1163	right	mele1250	1019	matau	matau	m a t a u		52375	910	False	5,13
7451	Nukuria_1212	right	nuku1259	1019	maua	maua	m a u a		Davletshin-1212-2015	910	False	5, 37?
7652	Austral_1213	right	aust1304	1019	ʔatau	ʔatau	ʔ a t a u		Tamaititahio-1213-2015	910	False	5,40
287	NorthMarquesan_38	road/path	nort2845	2457	vaà/nui	vaà	v a ʔ a	vaà/nui	POLLEX	537	False	22
524	Hawaiian_52	road/path	hawa1245	2457	ala	ala	a l a		71458	60	False	1
827	Rarotongan_58	road/path	raro1241	2457	ara	ara	a r a		POLLEX	60	False	1
1056	Maori_85	road/path	maor1246	2457	ara	ara	a r a		Biggs-85-2005	60	False	1
1351	Samoan_118	road/path	samo1305	2457	ala	ala	a l a		Blust-118-2005	60	False	1
1610	Austral_128	road/path	aust1304	2457	araʔaraʔa	araʔaraʔa	a r a ʔ a r a ʔ a	ara	Meyer-128-2005	60	False	1
1611	Austral_128	road/path	aust1304	2457	puruumu	puruumu	p u r uː m u	poroomu	Meyer-128-2005	624	True	3
1835	TongaTongaIslands_136	road/path	tong1325	2457	hala	hala	h a l a		117207	60	False	1
2148	Pukapuka_152	road/path	puka1242	2457	ngutuala	ngutuala	ŋ u t u a l a	ala	Salisbury-152-2005	60	False	1
2400	Tikopia_155	road/path	tiko1237	2457	ara	ara	a r a		POLLEX	60	False	1
2652	FutunaAniwa_156	road/path	futu1245	2457	retu	retu	r e t u		POLLEX	938	False	53
2886	Tahitian_173	road/path	tahi1242	2457	ara	ara	a r a		Clark-173-2005	60	False	1
2887	Tahitian_173	road/path	tahi1242	2457	'ee'a	'ee'a	ʔ eː ʔ a		Clark-173-2005	933	False	52
2888	Tahitian_173	road/path	tahi1242	2457	puruumu	puruumu	p u r uː m u	poroomu	Clark-173-2005	624	False	3
3151	RennellBellona_206	road/path	renn1242	2457	aga	aga	a g a		POLLEX	60	False	1
3451	EastFutuna_210	road/path	east2447	2457	ala	ala	a l a	kauala	POLLEX	60	False	1
3665	Kapingamarangi_217	road/path	kapi1249	2457	ala	ala	a l a		POLLEX	60	False	1
3875	Penrhyn_235	road/path	penr1237	2457	ara	ara	a r a		POLLEX	60	False	1
4094	Luangiua_238	road/path	onto1237	2457	ala	ala	a l a		POLLEX	60	False	1
4357	Mangareva_239	road/path	mang1401	2457	ara	ara	a r a		POLLEX	60	False	1
4577	Sikaiana_243	road/path	sika1261	2457	ala	ala	a l a		POLLEX	60	False	1
4838	Tuamotuan_246	road/path	tuam1242	2457	ara	ara	a r a		POLLEX	60	False	1
5085	Niuean_247	road/path	niue1239	2457	hala	hala	h a l a	kauhala	POLLEX	60	False	1
5309	Anuta_253	road/path	anut1237	2457	ara	ara	a r a		POLLEX	60	False	1
5574	Wallisian_258	road/path	wall1257	2457	ala	ala	a l a	kauala	POLLEX	60	False	1
5832	Rapanui_264	road/path	rapa1244	2457	ara	ara	a r a		POLLEX	60	False	1
6078	VaeakauTaumako_375	road/path	pile1238	2457	ala	ala	a l a		Hovdhaugen-375-2009	60	False	1
6344	RakahangaManihiki_589	road/path	raka1237	2457	ara	ara	a r a		Clark-589-2008	60	False	1
6345	RakahangaManihiki_589	road/path	raka1237	2457	puruumu	puruumu	p u r uː m u		Clark-589-2008	624	False	3
6548	Polynesian_658	road/path	poly1242	2457	*hala	*hala	h a l a		PawleyOC	60	False	1
6806	Tuvalu_753	road/path	tuva1244	2457	auala	auala	a u a l a	alatuu	29903	60	False	1
7001	Emae_1030	road/path	emae1237	2457	ara	ara	a r a		52375	60	False	1
7190	Mele-Fila_1163	road/path	mele1250	2457	ara	ara	a r a		52375	60	False	1
7448	Nukuria_1212	road/path	nuku1259	2457	haarena	haarena	h aː r e n a		Davletshin-1212-2015	473	False	1?
7649	Austral_1213	road/path	aust1304	2457	puGumu	puGumu	p u ɢ u m u		Tamaititahio-1213-2015	624	True	3
131	NorthMarquesan_38	root	nort2845	670	aka	aka	a k a		POLLEX	493	False	2
405	Hawaiian_52	root	hawa1245	670	a'a	a'a	a ʔ a		71458	493	False	2
663	Rarotongan_58	root	raro1241	670	paki-aka	paki-aka	p a k i + a k a		POLLEX	493	False	2
946	Maori_85	root	maor1246	670	paki|aka	paki aka	p a k i _ a k a		Biggs-85-2005	493	False	2
1211	Samoan_118	root	samo1305	670	aʔa	aʔa	a ʔ a		Blust-118-2005	493	False	2
1472	Austral_128	root	aust1304	670	aʔa	aʔa	a ʔ a		Meyer-128-2005	493	False	2
1718	TongaTongaIslands_136	root	tong1325	670	aka	aka	a k a		117207	493	False	2
1987	Pukapuka_152	root	puka1242	670	aka	aka	a k a		Salisbury-152-2005	493	False	2
2267	Tikopia_155	root	tiko1237	670	vaiaka	vaiaka	v a i a k a		POLLEX	493	False	2
2519	FutunaAniwa_156	root	futu1245	670	-akai	-akai	a k a i		POLLEX	493	False	2
2767	Tahitian_173	root	tahi1242	670	a'a	a'a	a ʔ a		Clark-173-2005	493	False	2
3013	RennellBellona_206	root	renn1242	670	paìaà	paìaà	p a ʔ i a ʔ a		POLLEX	493	False	2
3287	EastFutuna_210	root	east2447	670	aka	aka	a k a		POLLEX	493	False	2
3550	Kapingamarangi_217	root	kapi1249	670	aga	aga	a g a		POLLEX	493	False	2
3763	Penrhyn_235	root	penr1237	670	aka	aka	a k a		POLLEX	493	False	2
3977	Luangiua_238	root	onto1237	670	paìaà	paìaà	p a ʔ i a ʔ a		POLLEX	493	False	2
4219	Mangareva_239	root	mang1401	670	aka	aka	a k a	aka	POLLEX	493	False	2
4460	Sikaiana_243	root	sika1261	670	patiaka	patiaka	p a t i a k a	pati/aka/ // pati/aka/	POLLEX	493	False	2
4694	Tuamotuan_246	root	tuam1242	670	aka	aka	a k a		POLLEX	493	False	2
4949	Niuean_247	root	niue1239	670	aka	aka	a k a		POLLEX	493	False	2
5192	Anuta_253	root	anut1237	670	tapito	tapito	t a p i t o		POLLEX	931	False	
5431	Wallisian_258	root	wall1257	670	aka	aka	a k a		POLLEX	493	False	2
5699	Rapanui_264	root	rapa1244	670	aka	aka	a k a		POLLEX	493	False	2
5950	VaeakauTaumako_375	root	pile1238	670	aka	aka	a k a		Hovdhaugen-375-2009	493	False	2
6194	RakahangaManihiki_589	root	raka1237	670	aka	aka	a k a		Clark-589-2008	493	False	2
6437	Polynesian_658	root	poly1242	670	*aka	*aka	a k a		PawleyOC	493	False	2
6679	Tuvalu_753	root	tuva1244	670	pogai	pogai	p o g a i	aka	29903	493	False	2
6904	Emae_1030	root	emae1237	670	kai rakau	kai rakau	k a i _ r a k a u		52375	493	False	2
7096	Mele-Fila_1163	root	mele1250	670	kasikoa	kasikoa	k a s i k o a		52375	493	False	2,28
7308	Nukuria_1212	root	nuku1259	670	patiaka	patiaka	p a t i a k a	aka	Davletshin-1212-2015	493	False	2
7546	Austral_1213	root	aust1304	670	aʔa	aʔa	a ʔ a		Tamaititahio-1213-2015	493	False	2
211	NorthMarquesan_38	rope	nort2845	1218	touà	touà	t o u ʔ a		POLLEX	1399	False	9
459	Hawaiian_52	rope	hawa1245	1218	kaula	kaula	k a u l a		71458	1399	False	9
747	Rarotongan_58	rope	raro1241	1218	taura	taura	t a u r a		POLLEX	1399	False	9
997	Maori_85	rope	maor1246	1218	taura	taura	t a u r a		Biggs-85-2005	1399	False	9
1280	Samoan_118	rope	samo1305	1218	maea	maea	m a e a		Blust-118-2005	131	False	10
1536	Austral_128	rope	aust1304	1218	taura	taura	t a u r a		Meyer-128-2005	1399	False	9
1771	TongaTongaIslands_136	rope	tong1325	1218	maea	maea	m a e a		117207	131	False	10
2060	Pukapuka_152	rope	puka1242	1218	kawa	kawa	k a w a		Salisbury-152-2005	1270	False	74
2061	Pukapuka_152	rope	puka1242	1218	taula	taula	t a u l a		Salisbury-152-2005	1399	False	9
2331	Tikopia_155	rope	tiko1237	1218	maea	maea	m a e a		POLLEX	131	False	10
2581	FutunaAniwa_156	rope	futu1245	1218	taura	taura	t a u r a		POLLEX	1399	False	9
2582	FutunaAniwa_156	rope	futu1245	1218	vava	vava	v a v a		POLLEX	616	False	2?
2821	Tahitian_173	rope	tahi1242	1218	taura	taura	t a u r a		Clark-173-2005	1399	False	9
3082	RennellBellona_206	rope	renn1242	1218	tauga	tauga	t a u g a		POLLEX	1399	False	9
3364	EastFutuna_210	rope	east2447	1218	taula	taula	t a u l a		POLLEX	1399	False	9
3365	EastFutuna_210	rope	east2447	1218	maea	maea	m a e a		POLLEX	131	False	10
